,0-RawData,1-FilterAndTrim,2-ErrorModel,3.1-Dereplication,3.2-Denoising,4-ESV,5-MultipleSequenceAlignment,6-ChimeraRemoval,7-PreClassification,8-Clustering_100,9-TaxaFilter_100,10-MultipletonsFilter_100,11-Subsampling_100,12-Lulu_100
50_MSCAII,23816,20723,20723,20723 (7200 uniques),19727 (167 uniques),18977 (146 uniques),18977 (134 uniques),18733 (126 uniques),18733 (126 uniques),18733 (126 uniques),18682 (121 uniques),18676 (118 uniques),4999 (108 uniques),4999 (95 uniques)
50_T,33365,29555,29555,29555 (12785 uniques),28666 (227 uniques),26821 (215 uniques),26821 (196 uniques),26153 (174 uniques),26153 (174 uniques),26153 (174 uniques),26074 (169 uniques),26074 (169 uniques),4999 (150 uniques),4999 (143 uniques)
50c,20223,17645,17645,17645 (6124 uniques),17227 (121 uniques),16529 (120 uniques),16529 (108 uniques),16346 (101 uniques),16346 (101 uniques),16346 (101 uniques),16341 (100 uniques),16341 (100 uniques),4999 (97 uniques),4999 (88 uniques)
51_AM21,78019,68528,68528,68528 (24041 uniques),65738 (831 uniques),61712 (659 uniques),61562 (643 uniques),59971 (595 uniques),59971 (595 uniques),59971 (595 uniques),58582 (564 uniques),58576 (561 uniques),4999 (374 uniques),4999 (365 uniques)
51_MSCAII,40406,30161,30161,30161 (13752 uniques),28784 (288 uniques),26713 (285 uniques),26713 (250 uniques),25715 (226 uniques),25715 (226 uniques),25715 (226 uniques),25591 (217 uniques),25576 (209 uniques),4999 (190 uniques),4999 (158 uniques)
51_T,38845,33473,33473,33473 (13075 uniques),32754 (218 uniques),30767 (266 uniques),30763 (231 uniques),29837 (188 uniques),29837 (188 uniques),29837 (188 uniques),29639 (170 uniques),29636 (168 uniques),4999 (147 uniques),4999 (127 uniques)
51c,17850,15193,15193,15193 (4789 uniques),14858 (111 uniques),14408 (105 uniques),14408 (98 uniques),14318 (91 uniques),14318 (91 uniques),14318 (91 uniques),14318 (91 uniques),14318 (91 uniques),4999 (89 uniques),4999 (87 uniques)
52_AM21,88078,80926,80926,80926 (25361 uniques),77793 (1099 uniques),73965 (894 uniques),73357 (874 uniques),71645 (825 uniques),71645 (825 uniques),71645 (825 uniques),66864 (786 uniques),66842 (775 uniques),4999 (508 uniques),4999 (500 uniques)
52_MSCAII,21502,18547,18547,18547 (6670 uniques),17656 (138 uniques),17000 (123 uniques),17000 (110 uniques),16432 (97 uniques),16432 (97 uniques),16432 (97 uniques),16382 (92 uniques),16380 (91 uniques),4999 (86 uniques),4999 (77 uniques)
52_T,35730,30238,30238,30238 (12718 uniques),29523 (216 uniques),27467 (212 uniques),27459 (193 uniques),26563 (158 uniques),26563 (158 uniques),26563 (158 uniques),26288 (140 uniques),26288 (140 uniques),4999 (135 uniques),4999 (125 uniques)
52c,38605,24052,24052,24052 (11047 uniques),23025 (278 uniques),21682 (262 uniques),21657 (234 uniques),21450 (227 uniques),21450 (227 uniques),21450 (227 uniques),21222 (207 uniques),21212 (202 uniques),4999 (187 uniques),4999 (180 uniques)
53_AM21,67532,59704,59704,59704 (16302 uniques),59307 (502 uniques),58321 (451 uniques),58139 (443 uniques),57990 (435 uniques),57990 (435 uniques),57990 (435 uniques),53146 (412 uniques),53145 (411 uniques),4999 (339 uniques),4999 (333 uniques)
53_MSCAII,27640,24687,24687,24687 (9426 uniques),23468 (213 uniques),22296 (206 uniques),22296 (185 uniques),21764 (171 uniques),21764 (171 uniques),21764 (171 uniques),21658 (163 uniques),21650 (159 uniques),4999 (141 uniques),4999 (123 uniques)
53_T,10970,9179,9179,9179 (4505 uniques),8907 (90 uniques),8145 (77 uniques),8145 (74 uniques),7983 (70 uniques),7983 (70 uniques),7983 (70 uniques),7915 (65 uniques),7915 (65 uniques),4999 (65 uniques),4999 (63 uniques)
53c,25975,22174,22174,22174 (7206 uniques),21789 (157 uniques),20910 (140 uniques),20892 (130 uniques),20808 (125 uniques),20808 (125 uniques),20808 (125 uniques),20808 (125 uniques),20808 (125 uniques),4999 (113 uniques),4999 (109 uniques)
54_AM21,61809,53835,53835,53835 (25667 uniques),51124 (899 uniques),46318 (727 uniques),46226 (713 uniques),45288 (682 uniques),45288 (682 uniques),45288 (682 uniques),44354 (657 uniques),44350 (655 uniques),4999 (507 uniques),4999 (494 uniques)
54_MSCAII,25988,22598,22598,22598 (9132 uniques),21782 (177 uniques),20717 (154 uniques),20717 (148 uniques),19070 (115 uniques),19070 (115 uniques),19070 (115 uniques),19034 (111 uniques),19032 (110 uniques),4999 (106 uniques),4999 (94 uniques)
54_T,36622,31829,31829,31829 (12090 uniques),31121 (203 uniques),29097 (256 uniques),29092 (218 uniques),28447 (190 uniques),28447 (190 uniques),28447 (190 uniques),28321 (178 uniques),28312 (173 uniques),4999 (149 uniques),4999 (121 uniques)
54c,28173,25079,25079,25079 (9467 uniques),24563 (190 uniques),23375 (187 uniques),23373 (175 uniques),22650 (144 uniques),22650 (144 uniques),22650 (144 uniques),22650 (144 uniques),22650 (144 uniques),4999 (130 uniques),4999 (122 uniques)
55_AM21,77359,67450,67450,67450 (24282 uniques),64632 (789 uniques),60556 (637 uniques),60346 (620 uniques),58690 (571 uniques),58690 (571 uniques),58690 (571 uniques),57312 (539 uniques),57310 (538 uniques),4999 (387 uniques),4999 (376 uniques)
55_MSCAII,193123,167737,167737,167737 (48375 uniques),165170 (555 uniques),159933 (605 uniques),159926 (547 uniques),149343 (404 uniques),149343 (404 uniques),149343 (404 uniques),149245 (392 uniques),149200 (362 uniques),4999 (220 uniques),4999 (165 uniques)
55_T,35906,30765,30765,30765 (11374 uniques),30093 (187 uniques),28423 (221 uniques),28423 (200 uniques),27751 (163 uniques),27751 (163 uniques),27751 (163 uniques),27377 (151 uniques),27377 (151 uniques),4999 (138 uniques),4999 (116 uniques)
55c,31521,27315,27315,27315 (10406 uniques),26775 (189 uniques),25402 (177 uniques),25402 (168 uniques),24711 (140 uniques),24711 (140 uniques),24711 (140 uniques),24691 (137 uniques),24689 (136 uniques),4999 (128 uniques),4999 (120 uniques)
56_AM21,115157,102157,102157,102157 (27050 uniques),99222 (1006 uniques),94929 (778 uniques),94876 (755 uniques),93140 (709 uniques),93140 (709 uniques),93140 (709 uniques),90901 (673 uniques),90889 (667 uniques),4999 (349 uniques),4999 (336 uniques)
56_MSCAII,132793,117319,117319,117319 (47640 uniques),113533 (972 uniques),106235 (939 uniques),106088 (837 uniques),102281 (749 uniques),102281 (749 uniques),102281 (749 uniques),101135 (718 uniques),101083 (689 uniques),4999 (429 uniques),4999 (356 uniques)
56_T,33828,28155,28155,28155 (10076 uniques),27631 (208 uniques),26309 (205 uniques),26302 (196 uniques),25619 (167 uniques),25619 (167 uniques),25619 (167 uniques),25294 (141 uniques),25292 (139 uniques),4999 (132 uniques),4999 (119 uniques)
56c,33213,28698,28698,28698 (13035 uniques),27413 (293 uniques),25574 (295 uniques),25572 (251 uniques),25224 (238 uniques),25224 (238 uniques),25224 (238 uniques),24976 (226 uniques),24970 (223 uniques),4999 (206 uniques),4999 (183 uniques)
57_AM21,117898,92876,92876,92876 (25849 uniques),90096 (899 uniques),85988 (739 uniques),85790 (703 uniques),83134 (641 uniques),83134 (641 uniques),83134 (641 uniques),82598 (611 uniques),82580 (602 uniques),4999 (343 uniques),4999 (328 uniques)
57_MSCAII,60268,53949,53949,53949 (15174 uniques),53828 (104 uniques),53675 (134 uniques),53675 (106 uniques),53675 (106 uniques),53675 (106 uniques),53675 (106 uniques),52151 (99 uniques),52149 (98 uniques),4999 (94 uniques),4999 (73 uniques)
57_T,22246,19035,19035,19035 (7853 uniques),18490 (152 uniques),17220 (206 uniques),17220 (170 uniques),16903 (150 uniques),16903 (150 uniques),16903 (150 uniques),16618 (145 uniques),16616 (144 uniques),4999 (133 uniques),4999 (111 uniques)
57c,32563,28980,28980,28980 (12297 uniques),27942 (267 uniques),26518 (284 uniques),26508 (238 uniques),26042 (222 uniques),26042 (222 uniques),26042 (222 uniques),25734 (204 uniques),25730 (202 uniques),4999 (181 uniques),4999 (158 uniques)
58_AM21,88740,78540,78540,78540 (24175 uniques),75455 (875 uniques),71786 (703 uniques),71746 (690 uniques),69751 (631 uniques),69751 (631 uniques),69751 (631 uniques),68757 (606 uniques),68747 (601 uniques),4999 (374 uniques),4999 (359 uniques)
58_MSCAII,8248,7089,7089,7089 (2609 uniques),6963 (106 uniques),6683 (89 uniques),6683 (87 uniques),6683 (87 uniques),6683 (87 uniques),6683 (87 uniques),2665 (79 uniques),2665 (79 uniques),/,/
58_T,23588,20178,20178,20178 (7947 uniques),19592 (138 uniques),18259 (203 uniques),18259 (164 uniques),17947 (143 uniques),17947 (143 uniques),17947 (143 uniques),17720 (136 uniques),17719 (135 uniques),4999 (127 uniques),4999 (105 uniques)
58c,32625,27740,27740,27740 (10732 uniques),27082 (224 uniques),25430 (222 uniques),25430 (205 uniques),24630 (166 uniques),24630 (166 uniques),24630 (166 uniques),24630 (166 uniques),24626 (164 uniques),4999 (149 uniques),4999 (132 uniques)
59_AM21,100751,92385,92385,92385 (20595 uniques),89658 (789 uniques),86998 (627 uniques),86945 (607 uniques),85126 (565 uniques),85126 (565 uniques),85126 (565 uniques),83868 (542 uniques),83858 (537 uniques),4999 (290 uniques),4999 (278 uniques)
59_T,30242,26246,26246,26246 (10797 uniques),25660 (184 uniques),23667 (218 uniques),23667 (192 uniques),23099 (164 uniques),23099 (164 uniques),23099 (164 uniques),22816 (147 uniques),22814 (146 uniques),4999 (137 uniques),4999 (117 uniques)
59c,12900,11161,11161,11161 (4708 uniques),10840 (124 uniques),10432 (115 uniques),10432 (111 uniques),10424 (110 uniques),10424 (110 uniques),10424 (110 uniques),10424 (110 uniques),10422 (109 uniques),4999 (108 uniques),4999 (102 uniques)
5_AM21,53457,48112,48112,48112 (12037 uniques),47700 (331 uniques),47049 (296 uniques),46986 (291 uniques),46915 (287 uniques),46915 (287 uniques),46915 (287 uniques),43232 (270 uniques),43232 (270 uniques),4999 (214 uniques),4999 (211 uniques)
5_MSCAII,28461,25274,25274,25274 (10877 uniques),24717 (257 uniques),23667 (264 uniques),23655 (230 uniques),23480 (227 uniques),23480 (227 uniques),23480 (227 uniques),23204 (208 uniques),23198 (205 uniques),4999 (185 uniques),4999 (165 uniques)
5c,94678,83210,83210,83210 (30349 uniques),80953 (557 uniques),76535 (589 uniques),76489 (498 uniques),75584 (468 uniques),75584 (468 uniques),75584 (468 uniques),74313 (419 uniques),74304 (414 uniques),4999 (322 uniques),4999 (279 uniques)
5s,33845,28772,28772,28772 (19197 uniques),26040 (700 uniques),20327 (514 uniques),20233 (493 uniques),20223 (492 uniques),20223 (492 uniques),20223 (492 uniques),20184 (488 uniques),20174 (482 uniques),4999 (466 uniques),4999 (403 uniques)
60_AM21,99211,89509,89509,89509 (28117 uniques),87023 (822 uniques),83065 (720 uniques),82843 (701 uniques),81008 (625 uniques),81008 (625 uniques),81008 (625 uniques),80010 (604 uniques),79994 (596 uniques),4999 (363 uniques),4999 (346 uniques)
60_T,31832,27922,27922,27922 (11286 uniques),27207 (207 uniques),25460 (242 uniques),25460 (215 uniques),24974 (195 uniques),24974 (195 uniques),24974 (195 uniques),24531 (172 uniques),24530 (171 uniques),4999 (157 uniques),4999 (131 uniques)
60c,16387,13464,13464,13464 (5319 uniques),13077 (148 uniques),12531 (123 uniques),12531 (122 uniques),12531 (122 uniques),12531 (122 uniques),12531 (122 uniques),12531 (122 uniques),12527 (120 uniques),4999 (117 uniques),4999 (117 uniques)
61_AM21,84452,74782,74782,74782 (24664 uniques),72273 (919 uniques),67909 (753 uniques),67736 (720 uniques),66776 (677 uniques),66776 (677 uniques),66776 (677 uniques),65502 (652 uniques),65480 (641 uniques),4999 (420 uniques),4999 (397 uniques)
61_T,46692,40326,40326,40326 (15032 uniques),39632 (249 uniques),37319 (324 uniques),37319 (264 uniques),36294 (223 uniques),36294 (223 uniques),36294 (223 uniques),35953 (200 uniques),35952 (199 uniques),4999 (177 uniques),4999 (136 uniques)
61c,20585,17756,17756,17756 (6480 uniques),17335 (150 uniques),16773 (144 uniques),16773 (136 uniques),16704 (133 uniques),16704 (133 uniques),16704 (133 uniques),16688 (131 uniques),16688 (131 uniques),4999 (119 uniques),4999 (114 uniques)
62_AM21,56298,50423,50423,50423 (12588 uniques),50185 (328 uniques),49708 (316 uniques),49685 (300 uniques),49584 (294 uniques),49584 (294 uniques),49584 (294 uniques),48634 (276 uniques),48634 (276 uniques),4999 (230 uniques),4999 (224 uniques)
62_T,30050,26169,26169,26169 (11064 uniques),25618 (211 uniques),24026 (197 uniques),24008 (185 uniques),23298 (157 uniques),23298 (157 uniques),23298 (157 uniques),22908 (137 uniques),22906 (136 uniques),4999 (128 uniques),4999 (123 uniques)
62c,25584,22588,22588,22588 (9742 uniques),21670 (273 uniques),20532 (266 uniques),20516 (234 uniques),20473 (231 uniques),20473 (231 uniques),20473 (231 uniques),20067 (207 uniques),20061 (204 uniques),4999 (190 uniques),4999 (178 uniques)
63_AM21,90434,80560,80560,80560 (25791 uniques),77587 (815 uniques),73034 (647 uniques),72796 (613 uniques),70937 (567 uniques),70937 (567 uniques),70937 (567 uniques),68365 (554 uniques),68361 (552 uniques),4999 (353 uniques),4999 (339 uniques)
63_T,20973,18988,18988,18988 (3275 uniques),18766 (67 uniques),18534 (49 uniques),18534 (49 uniques),18496 (47 uniques),18496 (47 uniques),18496 (47 uniques),569 (41 uniques),567 (40 uniques),/,/
63c,39648,33715,33715,33715 (14347 uniques),32583 (332 uniques),30677 (364 uniques),30636 (300 uniques),30201 (282 uniques),30201 (282 uniques),30201 (282 uniques),29513 (248 uniques),29507 (245 uniques),4999 (216 uniques),4999 (190 uniques)
64_AM21,105022,93768,93768,93768 (26769 uniques),91201 (778 uniques),87092 (678 uniques),87023 (648 uniques),84556 (581 uniques),84556 (581 uniques),84556 (581 uniques),83687 (560 uniques),83667 (550 uniques),4999 (314 uniques),4999 (296 uniques)
64_T,19924,17173,17173,17173 (3938 uniques),16715 (103 uniques),16364 (82 uniques),16364 (82 uniques),16354 (81 uniques),16354 (81 uniques),16354 (81 uniques),2044 (73 uniques),2042 (72 uniques),/,/
64c,33766,29189,29189,29189 (10203 uniques),28649 (177 uniques),27048 (158 uniques),27048 (151 uniques),25958 (112 uniques),25958 (112 uniques),25958 (112 uniques),25958 (112 uniques),25958 (112 uniques),4999 (100 uniques),4999 (88 uniques)
64c_repeat,125511,109247,109247,109247 (31102 uniques),107792 (421 uniques),103337 (489 uniques),103337 (451 uniques),96704 (259 uniques),96704 (259 uniques),96704 (259 uniques),96694 (257 uniques),96684 (251 uniques),4999 (173 uniques),4999 (135 uniques)
64c_repeat_1_10_dilution,258,123,123,123 (109 uniques),61 (6 uniques),55 (6 uniques),55 (6 uniques),55 (6 uniques),55 (6 uniques),55 (6 uniques),55 (6 uniques),55 (6 uniques),/,/
65_AM21,90608,79426,79426,79426 (22700 uniques),76872 (786 uniques),73386 (623 uniques),73184 (596 uniques),71293 (551 uniques),71293 (551 uniques),71293 (551 uniques),70172 (526 uniques),70166 (523 uniques),4999 (332 uniques),4999 (321 uniques)
65_T,17264,14661,14661,14661 (2702 uniques),14382 (57 uniques),14145 (43 uniques),14145 (42 uniques),14118 (41 uniques),14118 (41 uniques),14118 (41 uniques),539 (37 uniques),539 (37 uniques),/,/
65c,29354,24879,24879,24879 (10817 uniques),23962 (260 uniques),22414 (274 uniques),22165 (228 uniques),21851 (217 uniques),21851 (217 uniques),21851 (217 uniques),21599 (200 uniques),21597 (199 uniques),4999 (189 uniques),4999 (161 uniques)
66_AM21,94599,84928,84928,84928 (22376 uniques),82378 (740 uniques),78782 (606 uniques),78662 (582 uniques),76786 (533 uniques),76786 (533 uniques),76786 (533 uniques),76165 (512 uniques),76150 (504 uniques),4999 (284 uniques),4999 (269 uniques)
66_T,22370,19452,19452,19452 (3592 uniques),19238 (44 uniques),18967 (36 uniques),18967 (36 uniques),18960 (35 uniques),18960 (35 uniques),18960 (35 uniques),702 (32 uniques),700 (31 uniques),/,/
66c,27244,23579,23579,23579 (8790 uniques),23001 (171 uniques),21668 (164 uniques),21657 (155 uniques),20504 (119 uniques),20504 (119 uniques),20504 (119 uniques),20504 (119 uniques),20502 (118 uniques),4999 (107 uniques),4999 (94 uniques)
67_AM21,46811,39987,39987,39987 (9771 uniques),39724 (210 uniques),39184 (194 uniques),39130 (188 uniques),39114 (186 uniques),39114 (186 uniques),39114 (186 uniques),38102 (177 uniques),38102 (177 uniques),4999 (154 uniques),4999 (143 uniques)
67_T,9446,8042,8042,8042 (2542 uniques),7778 (65 uniques),7591 (58 uniques),7591 (55 uniques),7549 (50 uniques),7549 (50 uniques),7549 (50 uniques),2539 (49 uniques),2535 (47 uniques),/,/
67c,27718,25711,25711,25711 (10708 uniques),24819 (244 uniques),23518 (251 uniques),23471 (224 uniques),22973 (212 uniques),22973 (212 uniques),22973 (212 uniques),22884 (204 uniques),22882 (203 uniques),4999 (193 uniques),4999 (171 uniques)
68_AM21,103987,91904,91904,91904 (32150 uniques),88308 (1277 uniques),83210 (1039 uniques),82897 (1018 uniques),81197 (974 uniques),81197 (974 uniques),81197 (974 uniques),76736 (933 uniques),76712 (921 uniques),4999 (579 uniques),4999 (565 uniques)
68_T,11541,10004,10004,10004 (2260 uniques),9795 (45 uniques),9639 (31 uniques),9639 (31 uniques),9639 (31 uniques),9639 (31 uniques),9639 (31 uniques),654 (26 uniques),654 (26 uniques),/,/
68c,17067,14827,14827,14827 (5116 uniques),14494 (122 uniques),14086 (99 uniques),14086 (98 uniques),13996 (93 uniques),13996 (93 uniques),13996 (93 uniques),13996 (93 uniques),13994 (92 uniques),4999 (87 uniques),4999 (84 uniques)
69_AM21,121177,104778,104778,104778 (30914 uniques),102467 (610 uniques),98193 (545 uniques),98164 (528 uniques),93821 (420 uniques),93821 (420 uniques),93821 (420 uniques),93264 (404 uniques),93257 (400 uniques),4999 (224 uniques),4999 (196 uniques)
69_T,11499,10187,10187,10187 (2454 uniques),9851 (70 uniques),9549 (61 uniques),9543 (56 uniques),9116 (49 uniques),9116 (49 uniques),9116 (49 uniques),431 (38 uniques),431 (38 uniques),/,/
69c,15742,13617,13617,13617 (6004 uniques),13110 (193 uniques),12319 (175 uniques),12216 (161 uniques),12216 (161 uniques),12216 (161 uniques),12216 (161 uniques),11914 (143 uniques),11912 (142 uniques),4999 (138 uniques),4999 (128 uniques)
6_AM21,101285,90066,90066,90066 (23618 uniques),87168 (776 uniques),83740 (608 uniques),83280 (583 uniques),80458 (533 uniques),80458 (533 uniques),80458 (533 uniques),79198 (514 uniques),79182 (506 uniques),4999 (298 uniques),4999 (289 uniques)
6_MSCAII,31067,26918,26918,26918 (11339 uniques),26269 (251 uniques),25340 (254 uniques),25328 (216 uniques),25290 (215 uniques),25290 (215 uniques),25290 (215 uniques),24993 (200 uniques),24991 (199 uniques),4999 (187 uniques),4999 (165 uniques)
6c,62674,54507,54507,54507 (25849 uniques),52093 (579 uniques),48135 (558 uniques),48100 (505 uniques),46723 (471 uniques),46723 (471 uniques),46723 (471 uniques),45864 (441 uniques),45844 (431 uniques),4999 (359 uniques),4999 (334 uniques)
6s,34083,28437,28437,28437 (18906 uniques),25698 (666 uniques),19308 (443 uniques),19222 (434 uniques),19166 (433 uniques),19166 (433 uniques),19166 (433 uniques),19156 (431 uniques),19152 (429 uniques),4999 (421 uniques),4999 (375 uniques)
70_AM21,89329,79677,79677,79677 (21774 uniques),77210 (667 uniques),73982 (580 uniques),73898 (557 uniques),72481 (510 uniques),72481 (510 uniques),72481 (510 uniques),71794 (488 uniques),71790 (486 uniques),4999 (303 uniques),4999 (290 uniques)
70_T,11927,10552,10552,10552 (2631 uniques),10220 (121 uniques),9936 (93 uniques),9936 (92 uniques),9928 (91 uniques),9928 (91 uniques),9928 (91 uniques),1539 (83 uniques),1533 (80 uniques),/,/
70c,41480,30198,30198,30198 (11070 uniques),29699 (177 uniques),28536 (188 uniques),28527 (167 uniques),27751 (138 uniques),27751 (138 uniques),27751 (138 uniques),27714 (134 uniques),27710 (132 uniques),4999 (120 uniques),4999 (106 uniques)
71_AM21,71602,63149,63149,63149 (19150 uniques),61108 (547 uniques),58357 (452 uniques),58306 (437 uniques),57218 (389 uniques),57218 (389 uniques),57218 (389 uniques),56787 (376 uniques),56781 (373 uniques),4999 (274 uniques),4999 (263 uniques)
71_T,11382,10438,10438,10438 (1967 uniques),10213 (32 uniques),10077 (25 uniques),10077 (25 uniques),10060 (24 uniques),10060 (24 uniques),10060 (24 uniques),166 (20 uniques),166 (20 uniques),/,/
71c,34608,24896,24896,24896 (10632 uniques),24234 (226 uniques),22750 (215 uniques),22674 (195 uniques),22252 (178 uniques),22252 (178 uniques),22252 (178 uniques),22203 (173 uniques),22201 (172 uniques),4999 (164 uniques),4999 (154 uniques)
72_AM21,82469,73016,73016,73016 (24142 uniques),70318 (842 uniques),66109 (701 uniques),65995 (679 uniques),64400 (614 uniques),64400 (614 uniques),64400 (614 uniques),63658 (592 uniques),63648 (587 uniques),4999 (378 uniques),4999 (363 uniques)
72_T,13605,11346,11346,11346 (3790 uniques),10848 (133 uniques),10263 (114 uniques),10249 (108 uniques),9718 (97 uniques),9718 (97 uniques),9718 (97 uniques),2605 (76 uniques),2601 (74 uniques),/,/
72c,29216,25022,25022,25022 (7507 uniques),24611 (124 uniques),23673 (104 uniques),23673 (99 uniques),23166 (82 uniques),23166 (82 uniques),23166 (82 uniques),23155 (81 uniques),23153 (80 uniques),4999 (74 uniques),4999 (71 uniques)
73_AM21,90323,78919,78919,78919 (24976 uniques),76172 (843 uniques),72135 (687 uniques),71890 (666 uniques),69726 (612 uniques),69726 (612 uniques),69726 (612 uniques),68815 (586 uniques),68805 (581 uniques),4999 (360 uniques),4999 (350 uniques)
73_T,23297,17291,17291,17291 (3620 uniques),17028 (83 uniques),16769 (67 uniques),16769 (67 uniques),16769 (67 uniques),16769 (67 uniques),16769 (67 uniques),1104 (59 uniques),1104 (59 uniques),/,/
73c,46598,40485,40485,40485 (16567 uniques),39208 (345 uniques),37180 (374 uniques),37171 (318 uniques),36196 (294 uniques),36196 (294 uniques),36196 (294 uniques),35744 (268 uniques),35732 (262 uniques),4999 (226 uniques),4999 (195 uniques)
73c_repeat,143843,126611,126611,126611 (44682 uniques),123435 (759 uniques),117415 (923 uniques),117351 (743 uniques),113565 (640 uniques),113565 (640 uniques),113565 (640 uniques),111542 (561 uniques),111516 (544 uniques),4999 (362 uniques),4999 (286 uniques)
73c_repeat_1_10_dilution,47,/,/,/,/,/,/,/,/,/,/,/,/,/
74_AM21,76544,67238,67238,67238 (26413 uniques),64375 (945 uniques),59707 (743 uniques),59417 (726 uniques),58073 (677 uniques),58073 (677 uniques),58073 (677 uniques),55854 (654 uniques),55842 (648 uniques),4999 (480 uniques),4999 (470 uniques)
74_T,10574,9249,9249,9249 (1632 uniques),9092 (11 uniques),8999 (5 uniques),8999 (5 uniques),8999 (5 uniques),8999 (5 uniques),8999 (5 uniques),30 (3 uniques),30 (3 uniques),/,/
74c,29422,25439,25439,25439 (7642 uniques),25017 (121 uniques),24180 (116 uniques),24164 (110 uniques),23748 (91 uniques),23748 (91 uniques),23748 (91 uniques),23748 (91 uniques),23746 (90 uniques),4999 (83 uniques),4999 (77 uniques)
75_AM21,90975,80207,80207,80207 (29695 uniques),77484 (880 uniques),72486 (755 uniques),72308 (733 uniques),70277 (665 uniques),70277 (665 uniques),70277 (665 uniques),69171 (640 uniques),69161 (635 uniques),4999 (424 uniques),4999 (405 uniques)
75_T,6941,6151,6151,6151 (1395 uniques),5966 (26 uniques),5921 (22 uniques),5921 (22 uniques),5919 (21 uniques),5919 (21 uniques),5919 (21 uniques),290 (20 uniques),290 (20 uniques),/,/
75c,29996,24871,24871,24871 (12211 uniques),23771 (220 uniques),21392 (199 uniques),21392 (184 uniques),20482 (163 uniques),20482 (163 uniques),20482 (163 uniques),20450 (159 uniques),20448 (158 uniques),4999 (150 uniques),4999 (140 uniques)
76_AM21,83560,74025,74025,74025 (27164 uniques),71152 (944 uniques),65402 (777 uniques),65257 (757 uniques),63800 (699 uniques),63800 (699 uniques),63800 (699 uniques),63345 (675 uniques),63335 (670 uniques),4999 (451 uniques),4999 (432 uniques)
76_T,19054,9949,9949,9949 (2634 uniques),9565 (82 uniques),9260 (65 uniques),9260 (65 uniques),9199 (62 uniques),9199 (62 uniques),9199 (62 uniques),1215 (54 uniques),1215 (54 uniques),/,/
76c,25676,22736,22736,22736 (9902 uniques),21884 (273 uniques),20594 (252 uniques),20566 (218 uniques),20498 (215 uniques),20498 (215 uniques),20498 (215 uniques),20208 (199 uniques),20202 (196 uniques),4999 (177 uniques),4999 (160 uniques)
77_AM21,87123,74970,74970,74970 (31209 uniques),73595 (514 uniques),70079 (480 uniques),69440 (467 uniques),64834 (350 uniques),64834 (350 uniques),64834 (350 uniques),63931 (335 uniques),63929 (334 uniques),4999 (280 uniques),4999 (256 uniques)
77_T,11415,9855,9855,9855 (1940 uniques),9673 (39 uniques),9557 (30 uniques),9557 (30 uniques),9557 (30 uniques),9557 (30 uniques),9557 (30 uniques),406 (28 uniques),406 (28 uniques),/,/
77c,27171,23807,23807,23807 (7946 uniques),23356 (158 uniques),22280 (147 uniques),22208 (133 uniques),21868 (120 uniques),21868 (120 uniques),21868 (120 uniques),21851 (118 uniques),21849 (117 uniques),4999 (111 uniques),4999 (107 uniques)
78_AM21,91809,82002,82002,82002 (23279 uniques),79445 (702 uniques),75805 (564 uniques),75639 (534 uniques),73098 (481 uniques),73098 (481 uniques),73098 (481 uniques),70874 (456 uniques),70858 (448 uniques),4999 (272 uniques),4999 (259 uniques)
78_T,15885,14053,14053,14053 (4429 uniques),13558 (148 uniques),12785 (113 uniques),12752 (111 uniques),12707 (108 uniques),12707 (108 uniques),12707 (108 uniques),2743 (98 uniques),2741 (97 uniques),/,/
78c,22878,20284,20284,20284 (9074 uniques),19715 (209 uniques),18436 (210 uniques),18413 (192 uniques),18294 (186 uniques),18294 (186 uniques),18294 (186 uniques),18231 (181 uniques),18231 (181 uniques),4999 (165 uniques),4999 (154 uniques)
79_AM21,60714,53851,53851,53851 (22926 uniques),51274 (886 uniques),47376 (702 uniques),47141 (686 uniques),46388 (660 uniques),46388 (660 uniques),46388 (660 uniques),44858 (636 uniques),44848 (631 uniques),4999 (497 uniques),4999 (487 uniques)
79_T,11709,10434,10434,10434 (2710 uniques),10076 (105 uniques),9651 (77 uniques),9651 (76 uniques),9639 (75 uniques),9639 (75 uniques),9639 (75 uniques),1069 (68 uniques),1063 (65 uniques),/,/
79c,20135,17242,17242,17242 (7089 uniques),16841 (140 uniques),16028 (142 uniques),15963 (127 uniques),15782 (122 uniques),15782 (122 uniques),15782 (122 uniques),15777 (121 uniques),15775 (120 uniques),4999 (116 uniques),4999 (110 uniques)
7_AM21,68194,62533,62533,62533 (21305 uniques),60016 (871 uniques),56752 (708 uniques),56628 (693 uniques),55172 (654 uniques),55172 (654 uniques),55172 (654 uniques),53479 (627 uniques),53473 (624 uniques),4999 (431 uniques),4999 (420 uniques)
7_MSCAII,28797,25202,25202,25202 (11138 uniques),24282 (296 uniques),23044 (293 uniques),23033 (259 uniques),23021 (258 uniques),23021 (258 uniques),23021 (258 uniques),22031 (221 uniques),22029 (220 uniques),4999 (204 uniques),4999 (193 uniques)
7c,81921,71418,71418,71418 (29410 uniques),69124 (592 uniques),65001 (585 uniques),64994 (522 uniques),63927 (493 uniques),63927 (493 uniques),63927 (493 uniques),63724 (480 uniques),63708 (472 uniques),4999 (369 uniques),4999 (327 uniques)
