Datetime,Time (rel/ms),Date,Time,Type,No.,1:F,1:Fm',1:PAR,1:Y (II),1:ETR,1:Fv/Fm
2022-04-05 10:29:23,1101094,2022-04-05,10:29:23,FO,64,49,217,0,0.774,0,0.774
2022-04-05 10:29:33,1111398,2022-04-05,10:29:33,F,65,89,220,45,0.595,11.2,0.774
2022-04-05 10:29:44,1121692,2022-04-05,10:29:43,F,66,84,219,66,0.616,17.1,0.774
2022-04-05 10:29:54,1131992,2022-04-05,10:29:54,F,67,85,213,90,0.601,22.7,0.774
2022-04-05 10:30:04,1142290,2022-04-05,10:30:04,F,68,86,212,125,0.594,31.2,0.774
2022-04-05 10:30:15,1152593,2022-04-05,10:30:14,F,69,85,215,190,0.605,48.3,0.774
2022-04-05 10:30:25,1162889,2022-04-05,10:30:24,F,70,94,213,285,0.559,66.9,0.774
2022-04-05 10:30:35,1173184,2022-04-05,10:30:35,F,71,111,212,420,0.476,84,0.774
2022-04-05 10:30:46,1183490,2022-04-05,10:30:45,F,72,128,205,625,0.376,98.7,0.774
2022-04-05 10:30:48,1186433,2022-04-05,10:30:48,SLCE,,Light Curve end ,,,,,
2022-04-05 10:31:40,1237581,2022-04-05,10:31:39,SLCS,,Light Curve start ,,,,,
2022-04-05 10:31:40,1237581,2022-04-05,10:31:39,REG1,,"#1: alpha: 0.344, ETRm: 50.485, Ik: 146.932   ( beta: 0.012, ETRmPot: 58.957 ) ",,,,,
2022-04-05 10:31:40,1237581,2022-04-05,10:31:39,REG2,,"#1: alpha: 0.280, ETRm: 49.748, Ik: 177.524 ",,,,,
2022-04-05 10:31:41,1239278,2022-04-05,10:31:41,FO,73,92,390,0,0.764,0,0.764
2022-04-05 10:31:52,1249581,2022-04-05,10:31:51,F,74,147,369,45,0.602,11.4,0.764
2022-04-05 10:32:02,1259876,2022-04-05,10:32:01,F,75,139,348,66,0.601,16.7,0.764
2022-04-05 10:32:12,1270171,2022-04-05,10:32:12,F,76,130,338,90,0.615,23.2,0.764
2022-04-05 10:32:23,1280472,2022-04-05,10:32:22,F,77,163,408,125,0.6,31.5,0.764
2022-04-05 10:32:33,1290769,2022-04-05,10:32:32,F,78,211,423,190,0.501,40,0.764
2022-04-05 10:32:43,1301067,2022-04-05,10:32:43,F,79,251,403,285,0.377,45.1,0.764
2022-04-05 10:32:53,1311372,2022-04-05,10:32:53,F,80,257,351,420,0.268,47.3,0.764
2022-04-05 10:33:04,1321670,2022-04-05,10:33:03,F,81,236,293,625,0.195,51.2,0.764
2022-04-05 10:33:07,1324507,2022-04-05,10:33:06,SLCE,,Light Curve end ,,,,,
2022-04-05 10:34:53,1430902,2022-04-05,10:34:52,SLCS,,Light Curve start ,,,,,
2022-04-05 10:34:53,1430902,2022-04-05,10:34:52,REG1,,"#1: alpha: 0.347, ETRm: 61.172, Ik: 176.151   ( beta: 0.001, ETRmPot: 62.092 ) ",,,,,
2022-04-05 10:34:53,1430902,2022-04-05,10:34:52,REG2,,"#1: alpha: 0.279, ETRm: 58.272, Ik: 209.049 ",,,,,
2022-04-05 10:34:55,1432651,2022-04-05,10:34:54,FO,82,69,270,0,0.744,0,0.744
2022-04-05 10:35:05,1442954,2022-04-05,10:35:05,F,83,92,265,45,0.653,12.3,0.744
2022-04-05 10:35:15,1453251,2022-04-05,10:35:15,F,84,92,263,66,0.65,18,0.744
2022-04-05 10:35:26,1463552,2022-04-05,10:35:25,F,85,97,266,90,0.635,24,0.744
2022-04-05 10:35:36,1473853,2022-04-05,10:35:35,F,86,98,258,125,0.62,32.6,0.744
2022-04-05 10:35:46,1484151,2022-04-05,10:35:46,F,87,110,234,190,0.53,42.3,0.744
2022-04-05 10:35:57,1494443,2022-04-05,10:35:56,F,88,110,185,285,0.405,48.5,0.744
2022-04-05 10:36:07,1504744,2022-04-05,10:36:06,F,89,99,144,420,0.313,55.2,0.744
2022-04-05 10:36:17,1515039,2022-04-05,10:36:17,F,90,91,118,625,0.229,60.1,0.744
2022-04-05 10:36:20,1518145,2022-04-05,10:36:20,SLCE,,Light Curve end ,,,,,
2022-04-05 10:36:35,1532884,2022-04-05,10:36:34,SLCS,,Light Curve start ,,,,,
2022-04-05 10:36:35,1532884,2022-04-05,10:36:34,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.032, ETRmPot: 46.674 ) ",,,,,
2022-04-05 10:36:35,1532884,2022-04-05,10:36:34,REG2,,"#1: alpha: 0.259, ETRm: 67.392, Ik: 260.103 ",,,,,
2022-04-05 10:36:37,1534639,2022-04-05,10:36:36,FO,91,80,350,0,0.771,0,0.771
2022-04-05 10:36:47,1544941,2022-04-05,10:36:47,F,92,131,343,45,0.618,11.7,0.771
2022-04-05 10:36:57,1555233,2022-04-05,10:36:57,F,93,126,334,66,0.623,17.3,0.771
2022-04-05 10:37:08,1565539,2022-04-05,10:37:07,F,94,124,326,90,0.62,23.4,0.771
2022-04-05 10:37:18,1575839,2022-04-05,10:37:17,F,95,122,319,125,0.618,32.4,0.771
2022-04-05 10:37:28,1586136,2022-04-05,10:37:28,F,96,141,309,190,0.544,43.4,0.771
2022-04-05 10:37:38,1596427,2022-04-05,10:37:38,F,97,159,281,285,0.434,51.9,0.771
2022-04-05 10:37:49,1606734,2022-04-05,10:37:48,F,98,157,229,420,0.314,55.4,0.771
2022-04-05 10:37:59,1617030,2022-04-05,10:37:59,F,99,135,186,625,0.274,71.9,0.771
2022-04-05 10:38:02,1619576,2022-04-05,10:38:01,SLCE,,Light Curve end ,,,,,
2022-04-05 10:39:36,1713758,2022-04-05,10:39:35,SLCS,,Light Curve start ,,,,,
2022-04-05 10:39:36,1713758,2022-04-05,10:39:35,REG1,,"#1: alpha: 0.323, ETRm: 52.085, Ik: 161.439   ( beta: 0.008, ETRmPot: 58.492 ) ",,,,,
2022-04-05 10:39:36,1713758,2022-04-05,10:39:35,REG2,,"#1: alpha: 0.261, ETRm: 51.090, Ik: 195.688 ",,,,,
2022-04-05 10:39:38,1715518,2022-04-05,10:39:37,FO,100,87,372,0,0.766,0,0.766
2022-04-05 10:39:48,1725814,2022-04-05,10:39:47,F,101,141,367,45,0.616,11.6,0.766
2022-04-05 10:39:58,1736109,2022-04-05,10:39:58,F,102,138,362,66,0.619,17.2,0.766
2022-04-05 10:40:08,1746416,2022-04-05,10:40:08,F,103,137,350,90,0.609,23,0.766
2022-04-05 10:40:19,1756708,2022-04-05,10:40:18,F,104,146,327,125,0.554,29.1,0.766
2022-04-05 10:40:29,1767005,2022-04-05,10:40:29,F,105,157,297,190,0.471,37.6,0.766
2022-04-05 10:40:39,1777304,2022-04-05,10:40:39,F,106,173,275,285,0.371,44.4,0.766
2022-04-05 10:40:50,1787608,2022-04-05,10:40:49,F,107,180,250,420,0.28,49.4,0.766
2022-04-05 10:41:00,1797902,2022-04-05,10:40:59,F,108,222,277,625,0.199,52.2,0.766
2022-04-05 10:41:03,1800543,2022-04-05,10:41:02,SLCE,,Light Curve end ,,,,,
2022-04-05 10:41:41,1838913,2022-04-05,10:41:40,SLCS,,Light Curve start ,,,,,
2022-04-05 10:41:41,1838913,2022-04-05,10:41:40,REG1,,"#1: alpha: 0.327, ETRm: 60.656, Ik: 185.464   ( beta: 0.010, ETRmPot: 69.448 ) ",,,,,
2022-04-05 10:41:41,1838913,2022-04-05,10:41:40,REG2,,"#1: alpha: 0.269, ETRm: 59.149, Ik: 220.111 ",,,,,
2022-04-05 10:41:43,1840596,2022-04-05,10:41:42,FO,109,84,364,0,0.769,0,0.769
2022-04-05 10:41:53,1850902,2022-04-05,10:41:52,F,110,146,353,45,0.586,11.1,0.769
2022-04-05 10:42:03,1861191,2022-04-05,10:42:03,F,111,137,339,66,0.596,16.5,0.769
2022-04-05 10:42:14,1871489,2022-04-05,10:42:13,F,112,128,325,90,0.606,22.9,0.769
2022-04-05 10:42:24,1881797,2022-04-05,10:42:23,F,113,124,317,125,0.609,32,0.769
2022-04-05 10:42:34,1892092,2022-04-05,10:42:34,F,114,142,302,190,0.53,42.3,0.769
2022-04-05 10:42:44,1902385,2022-04-05,10:42:44,F,115,158,269,285,0.413,49.4,0.769
2022-04-05 10:42:55,1912688,2022-04-05,10:42:54,F,116,154,223,420,0.309,54.5,0.769
2022-04-05 10:43:05,1922987,2022-04-05,10:43:05,F,117,139,181,625,0.232,60.9,0.769
2022-04-05 10:43:08,1926099,2022-04-05,10:43:08,SLCE,,Light Curve end ,,,,,
2022-04-05 10:44:41,2018499,2022-04-05,10:44:40,SLCS,,Light Curve start ,,,,,
2022-04-05 10:44:41,2018499,2022-04-05,10:44:40,REG1,,"#1: alpha: 0.350, ETRm: 45.479, Ik: 129.996   ( beta: 0.008, ETRmPot: 50.775 ) ",,,,,
2022-04-05 10:44:41,2018499,2022-04-05,10:44:40,REG2,,"#1: alpha: 0.281, ETRm: 44.766, Ik: 159.180 ",,,,,
2022-04-05 10:44:42,2020177,2022-04-05,10:44:42,FO,118,116,516,0,0.775,0,0.775
2022-04-05 10:44:53,2030470,2022-04-05,10:44:52,F,119,195,502,45,0.612,11.6,0.775
2022-04-05 10:45:03,2040775,2022-04-05,10:45:02,F,120,189,479,66,0.605,16.8,0.775
2022-04-05 10:45:13,2051071,2022-04-05,10:45:13,F,121,180,465,90,0.613,23.2,0.775
2022-04-05 10:45:23,2061368,2022-04-05,10:45:23,F,122,190,456,125,0.583,30.6,0.775
2022-04-05 10:45:34,2071670,2022-04-05,10:45:33,F,123,236,443,190,0.467,37.3,0.775
2022-04-05 10:45:44,2081962,2022-04-05,10:45:44,F,124,271,413,285,0.344,41.2,0.775
2022-04-05 10:45:54,2092266,2022-04-05,10:45:54,F,125,279,371,420,0.248,43.7,0.775
2022-04-05 10:46:05,2102558,2022-04-05,10:46:04,F,126,273,331,625,0.175,45.9,0.775
2022-04-05 10:46:07,2105361,2022-04-05,10:46:07,SLCE,,Light Curve end ,,,,,
2022-04-05 10:46:32,2129498,2022-04-05,10:46:31,SLCS,,Light Curve start ,,,,,
2022-04-05 10:46:32,2129498,2022-04-05,10:46:31,REG1,,"#1: alpha: 0.317, ETRm: 66.129, Ik: 208.481   ( beta: 0.242, ETRmPot: 220.928 ) ",,,,,
2022-04-05 10:46:32,2129498,2022-04-05,10:46:31,REG2,,"#1: alpha: 0.277, ETRm: 66.422, Ik: 239.622 ",,,,,
2022-04-05 10:46:33,2131263,2022-04-05,10:46:33,FO,127,89,352,0,0.747,0,0.747
2022-04-05 10:46:44,2141559,2022-04-05,10:46:43,F,128,139,344,45,0.596,11.3,0.747
2022-04-05 10:46:54,2151854,2022-04-05,10:46:53,F,129,134,340,66,0.606,16.8,0.747
2022-04-05 10:47:04,2162153,2022-04-05,10:47:04,F,130,131,335,90,0.609,23,0.747
2022-04-05 10:47:15,2172445,2022-04-05,10:47:14,F,131,127,329,125,0.614,32.2,0.747
2022-04-05 10:47:25,2182755,2022-04-05,10:47:24,F,132,138,323,190,0.573,45.7,0.747
2022-04-05 10:47:35,2193048,2022-04-05,10:47:35,F,133,161,299,285,0.462,55.3,0.747
2022-04-05 10:47:45,2203353,2022-04-05,10:47:45,F,134,162,247,420,0.344,60.7,0.747
2022-04-05 10:47:56,2213646,2022-04-05,10:47:55,F,135,150,201,625,0.254,66.7,0.747
2022-04-05 10:47:59,2216805,2022-04-05,10:47:58,SLCE,,Light Curve end ,,,,,
2022-04-05 10:49:29,2307393,2022-04-05,10:49:29,SLCS,,Light Curve start ,,,,,
2022-04-05 10:49:29,2307393,2022-04-05,10:49:29,REG1,,"#1: alpha: 0.289, ETRm: 77.504, Ik: 268.105   ( beta: 2.503, ETRmPot: 1928.668 ) ",,,,,
2022-04-05 10:49:29,2307393,2022-04-05,10:49:29,REG2,,"#1: alpha: 0.253, ETRm: 78.591, Ik: 310.899 ",,,,,
2022-04-05 10:49:31,2309134,2022-04-05,10:49:31,FO,136,101,380,0,0.734,0,0.734
2022-04-05 10:49:41,2319436,2022-04-05,10:49:41,F,137,150,369,45,0.593,11.2,0.734
2022-04-05 10:49:52,2329736,2022-04-05,10:49:51,F,138,143,351,66,0.593,16.4,0.734
2022-04-05 10:50:02,2340035,2022-04-05,10:50:02,F,139,143,346,90,0.587,22.2,0.734
2022-04-05 10:50:12,2350334,2022-04-05,10:50:12,F,140,139,336,125,0.586,30.8,0.734
2022-04-05 10:50:23,2360627,2022-04-05,10:50:22,F,141,150,331,190,0.547,43.7,0.734
2022-04-05 10:50:33,2370925,2022-04-05,10:50:32,F,142,172,323,285,0.467,55.9,0.734
2022-04-05 10:50:43,2381224,2022-04-05,10:50:43,F,143,186,302,420,0.384,67.7,0.734
2022-04-05 10:50:54,2391527,2022-04-05,10:50:53,F,144,194,274,625,0.292,76.7,0.734
2022-04-05 10:50:56,2394180,2022-04-05,10:50:56,SLCE,,Light Curve end ,,,,,
2022-04-05 10:51:44,2441734,2022-04-05,10:51:43,SLCS,,Light Curve start ,,,,,
2022-04-05 10:51:44,2441734,2022-04-05,10:51:43,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.002, ETRmPot: 73.336 ) ",,,,,
2022-04-05 10:51:44,2441734,2022-04-05,10:51:43,REG2,,"#1: alpha: 0.250, ETRm: 68.592, Ik: 274.666 ",,,,,
2022-04-05 10:51:45,2443416,2022-04-05,10:51:45,FO,145,94,348,0,0.73,0,0.73
2022-04-05 10:51:56,2453711,2022-04-05,10:51:55,F,146,136,343,45,0.603,11.4,0.73
2022-04-05 10:52:06,2464012,2022-04-05,10:52:06,F,147,134,333,66,0.598,16.6,0.73
2022-04-05 10:52:16,2474311,2022-04-05,10:52:16,F,148,130,319,90,0.592,22.4,0.73
2022-04-05 10:52:27,2484614,2022-04-05,10:52:26,F,149,126,307,125,0.59,31,0.73
2022-04-05 10:52:37,2494907,2022-04-05,10:52:36,F,150,138,286,190,0.517,41.3,0.73
2022-04-05 10:52:47,2505207,2022-04-05,10:52:47,F,151,147,258,285,0.43,51.5,0.73
2022-04-05 10:52:58,2515503,2022-04-05,10:52:57,F,152,150,228,420,0.342,60.3,0.73
2022-04-05 10:53:08,2525805,2022-04-05,10:53:07,F,153,145,197,625,0.264,69.3,0.73
2022-04-05 10:53:10,2528432,2022-04-05,10:53:10,SLCE,,Light Curve end ,,,,,
2022-04-05 10:54:23,2600821,2022-04-05,10:54:22,SLCS,,Light Curve start ,,,,,
2022-04-05 10:54:23,2600821,2022-04-05,10:54:22,REG1,,"#1: alpha: 0.330, ETRm: 58.541, Ik: 177.171   ( beta: 0.017, ETRmPot: 71.733 ) ",,,,,
2022-04-05 10:54:23,2600821,2022-04-05,10:54:22,REG2,,"#1: alpha: 0.273, ETRm: 57.699, Ik: 211.552 ",,,,,
2022-04-05 10:54:25,2602491,2022-04-05,10:54:24,FO,154,105,436,0,0.759,0,0.759
2022-04-05 10:54:35,2612795,2022-04-05,10:54:34,F,155,155,409,45,0.621,11.7,0.759
2022-04-05 10:54:45,2623090,2022-04-05,10:54:45,F,156,148,391,66,0.621,17.2,0.759
2022-04-05 10:54:55,2633389,2022-04-05,10:54:55,F,157,144,381,90,0.622,23.5,0.759
2022-04-05 10:55:06,2643690,2022-04-05,10:55:05,F,158,150,368,125,0.592,31.1,0.759
2022-04-05 10:55:16,2653983,2022-04-05,10:55:16,F,159,171,360,190,0.525,41.9,0.759
2022-04-05 10:55:26,2664282,2022-04-05,10:55:26,F,160,198,338,285,0.414,49.6,0.759
2022-04-05 10:55:37,2674583,2022-04-05,10:55:36,F,161,216,311,420,0.305,53.8,0.759
2022-04-05 10:55:47,2684882,2022-04-05,10:55:46,F,162,213,275,625,0.225,59.1,0.759
2022-04-05 10:55:49,2687295,2022-04-05,10:55:49,SLCE,,Light Curve end ,,,,,
2022-04-05 10:56:49,2746473,2022-04-05,10:56:48,SLCS,,Light Curve start ,,,,,
2022-04-05 10:56:49,2746473,2022-04-05,10:56:48,REG1,,"#1: alpha: 0.318, ETRm: 136.921, Ik: 431.038   ( beta: 0.010, ETRmPot: 156.884 ) ",,,,,
2022-04-05 10:56:49,2746473,2022-04-05,10:56:48,REG2,,"#1: alpha: 0.276, ETRm: 119.692, Ik: 433.354 ",,,,,
2022-04-05 10:56:50,2748171,2022-04-05,10:56:50,FO,163,49,250,0,0.804,0,0.804
2022-04-05 10:57:01,2758472,2022-04-05,10:57:00,F,164,64,204,45,0.686,13,0.804
2022-04-05 10:57:11,2768770,2022-04-05,10:57:10,F,165,64,196,66,0.673,18.7,0.804
2022-04-05 10:57:21,2779072,2022-04-05,10:57:21,F,166,62,190,90,0.674,25.5,0.804
2022-04-05 10:57:31,2789369,2022-04-05,10:57:31,F,167,62,184,125,0.663,34.8,0.804
2022-04-05 10:57:42,2799673,2022-04-05,10:57:41,F,168,67,181,190,0.63,50.3,0.804
2022-04-05 10:57:52,2809970,2022-04-05,10:57:52,F,169,77,181,285,0.575,68.8,0.804
2022-04-05 10:58:02,2820262,2022-04-05,10:58:02,F,170,90,176,420,0.489,86.3,0.804
2022-04-05 10:58:13,2830566,2022-04-05,10:58:12,F,171,95,162,625,0.414,108.7,0.804
2022-04-05 10:58:16,2833583,2022-04-05,10:58:15,SLCE,,Light Curve end ,,,,,
2022-04-05 10:58:42,2860080,2022-04-05,10:58:42,SLCS,,Light Curve start ,,,,,
2022-04-05 10:58:42,2860080,2022-04-05,10:58:42,REG1,,"#1: alpha: 0.312, ETRm: 337.393, Ik: 1082.424   ( beta: 0.996, ETRmPot: 3378.797 ) ",,,,,
2022-04-05 10:58:42,2860080,2022-04-05,10:58:42,REG2,,"#1: alpha: 0.295, ETRm: 248.564, Ik: 841.323 ",,,,,
2022-04-05 10:58:44,2861756,2022-04-05,10:58:43,FO,172,13,66,0,0.803,0,0.803
2022-04-05 10:58:54,2872056,2022-04-05,10:58:54,F,173,15,66,45,0.773,14.6,0.803
2022-04-05 10:59:04,2882358,2022-04-05,10:59:04,F,174,21,67,66,0.687,19,0.803
2022-04-05 10:59:15,2892650,2022-04-05,10:59:14,F,175,19,63,90,0.698,26.4,0.803
2022-04-05 10:59:25,2902955,2022-04-05,10:59:25,F,176,19,64,125,0.703,36.9,0.803
2022-04-05 10:59:35,2913250,2022-04-05,10:59:35,F,177,19,59,190,0.678,54.1,0.803
2022-04-05 10:59:46,2923556,2022-04-05,10:59:45,F,178,22,69,285,0.681,81.5,0.803
2022-04-05 10:59:56,2933848,2022-04-05,10:59:55,F,179,24,69,420,0.652,115,0.803
2022-04-05 11:00:06,2944148,2022-04-05,11:00:06,F,180,29,72,625,0.597,156.7,0.803
2022-04-05 11:00:09,2946971,2022-04-05,11:00:09,SLCE,,Light Curve end ,,,,,
2022-04-05 11:01:33,3031382,2022-04-05,11:01:33,SLCS,,Light Curve start ,,,,,
2022-04-05 11:01:33,3031382,2022-04-05,11:01:33,REG1,,"#1: alpha: 0.349, ETRm: 42.683, Ik: 122.331   ( beta: 0.009, ETRmPot: 48.031 ) ",,,,,
2022-04-05 11:01:33,3031382,2022-04-05,11:01:33,REG2,,"#1: alpha: 0.280, ETRm: 42.053, Ik: 149.972 ",,,,,
2022-04-05 11:01:35,3033134,2022-04-05,11:01:35,FO,181,109,453,0,0.759,0,0.759
2022-04-05 11:01:45,3043430,2022-04-05,11:01:45,F,182,183,452,45,0.595,11.2,0.759
2022-04-05 11:01:56,3053729,2022-04-05,11:01:55,F,183,189,456,66,0.586,16.2,0.759
2022-04-05 11:02:06,3064030,2022-04-05,11:02:06,F,184,183,456,90,0.599,22.6,0.759
2022-04-05 11:02:16,3074317,2022-04-05,11:02:16,F,185,199,470,125,0.577,30.3,0.759
2022-04-05 11:02:27,3084624,2022-04-05,11:02:26,F,186,253,467,190,0.458,36.5,0.759
2022-04-05 11:02:37,3094930,2022-04-05,11:02:36,F,187,294,437,285,0.327,39.1,0.759
2022-04-05 11:02:47,3105231,2022-04-05,11:02:47,F,188,304,396,420,0.232,40.9,0.759
2022-04-05 11:02:58,3115530,2022-04-05,11:02:57,F,189,291,348,625,0.164,43.1,0.759
2022-04-05 11:03:01,3118536,2022-04-05,11:03:00,SLCE,,Light Curve end ,,,,,
2022-04-05 11:03:25,3143328,2022-04-05,11:03:25,SLCS,,Light Curve start ,,,,,
2022-04-05 11:03:25,3143328,2022-04-05,11:03:25,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
2022-04-05 11:03:25,3143328,2022-04-05,11:03:25,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
2022-04-05 11:03:27,3145022,2022-04-05,11:03:27,FO,190,25,68,0,0.632,0,0.632
2022-04-05 11:03:37,3155320,2022-04-05,11:03:37,F,191,17,58,45,0.707,13.4,0.632
2022-04-05 11:03:48,3165619,2022-04-05,11:03:47,F,192,18,47,66,-,-,0.632
2022-04-05 11:03:58,3175917,2022-04-05,11:03:57,F,193,12,46,90,-,-,0.632
2022-04-05 11:04:08,3186217,2022-04-05,11:04:08,F,194,13,44,125,-,-,0.632
2022-04-05 11:04:12,3189898,2022-04-05,11:04:11,SLCE,,Light Curve end ,,,,,
2022-04-05 11:04:24,3202297,2022-04-05,11:04:24,SLCS,,Light Curve start ,,,,,
2022-04-05 11:04:24,3202297,2022-04-05,11:04:24,REG1,,"#1: alpha: 0.334, ETRm: 68.785, Ik: 205.774   ( beta: 0.002, ETRmPot: 71.711 ) ",,,,,
2022-04-05 11:04:24,3202297,2022-04-05,11:04:24,REG2,,"#1: alpha: 0.272, ETRm: 65.303, Ik: 239.958 ",,,,,
2022-04-05 11:04:26,3204011,2022-04-05,11:04:26,FO,195,111,446,0,0.751,0,0.751
2022-04-05 11:04:36,3214315,2022-04-05,11:04:36,F,196,142,401,45,0.646,12.2,0.751
2022-04-05 11:04:47,3224609,2022-04-05,11:04:46,F,197,144,390,66,0.631,17.5,0.751
2022-04-05 11:04:57,3234912,2022-04-05,11:04:56,F,198,137,374,90,0.634,24,0.751
2022-04-05 11:05:07,3245204,2022-04-05,11:05:07,F,199,141,371,125,0.62,32.6,0.751
2022-04-05 11:05:18,3255506,2022-04-05,11:05:17,F,200,163,358,190,0.545,43.5,0.751
2022-04-05 11:05:28,3265808,2022-04-05,11:05:27,F,201,185,329,285,0.438,52.4,0.751
2022-04-05 11:05:38,3276100,2022-04-05,11:05:38,F,202,193,291,420,0.337,59.4,0.751
2022-04-05 11:05:48,3286401,2022-04-05,11:05:48,F,203,187,251,625,0.255,66.9,0.751
2022-04-05 11:05:51,3289417,2022-04-05,11:05:51,SLCE,,Light Curve end ,,,,,
2022-04-05 11:07:24,3381515,2022-04-05,11:07:23,SLCS,,Light Curve start ,,,,,
2022-04-05 11:07:24,3381515,2022-04-05,11:07:23,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: 0.000, ETRmPot: 48.342 ) ",,,,,
2022-04-05 11:07:24,3381515,2022-04-05,11:07:23,REG2,,"#1: alpha: 0.257, ETRm: 46.458, Ik: 180.651 ",,,,,
2022-04-05 11:07:25,3383184,2022-04-05,11:07:25,FO,204,133,528,0,0.748,0,0.748
2022-04-05 11:07:36,3393483,2022-04-05,11:07:35,F,205,201,487,45,0.587,11.1,0.748
2022-04-05 11:07:46,3403783,2022-04-05,11:07:45,F,206,200,471,66,0.575,15.9,0.748
2022-04-05 11:07:56,3414083,2022-04-05,11:07:56,F,207,190,459,90,0.586,22.2,0.748
2022-04-05 11:08:06,3424385,2022-04-05,11:08:06,F,208,202,449,125,0.55,28.9,0.748
2022-04-05 11:08:17,3434684,2022-04-05,11:08:16,F,209,238,433,190,0.45,35.9,0.748
2022-04-05 11:08:27,3444981,2022-04-05,11:08:27,F,210,265,404,285,0.344,41.2,0.748
2022-04-05 11:08:37,3455280,2022-04-05,11:08:37,F,211,273,365,420,0.252,44.5,0.748
2022-04-05 11:08:48,3465576,2022-04-05,11:08:47,F,212,261,320,625,0.184,48.3,0.748
2022-04-05 11:08:51,3468553,2022-04-05,11:08:50,SLCE,,Light Curve end ,,,,,
2022-04-05 11:10:11,3548700,2022-04-05,11:10:10,SLCS,,Light Curve start ,,,,,
2022-04-05 11:10:11,3548700,2022-04-05,11:10:10,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.032, ETRmPot: 45.956 ) ",,,,,
2022-04-05 11:10:11,3548700,2022-04-05,11:10:10,REG2,,"#1: alpha: 0.231, ETRm: 68.567, Ik: 297.118 ",,,,,
2022-04-05 11:10:13,3550467,2022-04-05,11:10:12,FO,213,121,465,0,0.74,0,0.74
2022-04-05 11:10:23,3560760,2022-04-05,11:10:22,F,214,172,431,45,0.601,11.4,0.74
2022-04-05 11:10:33,3571060,2022-04-05,11:10:33,F,215,168,414,66,0.594,16.5,0.74
2022-04-05 11:10:43,3581357,2022-04-05,11:10:43,F,216,162,392,90,0.587,22.2,0.74
2022-04-05 11:10:54,3591656,2022-04-05,11:10:53,F,217,167,375,125,0.555,29.1,0.74
2022-04-05 11:11:04,3601960,2022-04-05,11:11:04,F,218,181,352,190,0.486,38.8,0.74
2022-04-05 11:11:14,3612254,2022-04-05,11:11:14,F,219,189,321,285,0.411,49.2,0.74
2022-04-05 11:11:25,3622560,2022-04-05,11:11:24,F,220,195,286,420,0.318,56.1,0.74
2022-04-05 11:11:35,3632851,2022-04-05,11:11:34,F,221,183,250,625,0.268,70.4,0.74
2022-04-05 11:11:38,3635823,2022-04-05,11:11:37,SLCE,,Light Curve end ,,,,,
2022-04-05 11:13:14,3732413,2022-04-05,11:13:14,SLCS,,Light Curve start ,,,,,
2022-04-05 11:13:14,3732413,2022-04-05,11:13:14,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: 0.000, ETRmPot: 38.922 ) ",,,,,
2022-04-05 11:13:14,3732413,2022-04-05,11:13:14,REG2,,"#1: alpha: 0.268, ETRm: 38.004, Ik: 141.989 ",,,,,
2022-04-05 11:13:16,3734142,2022-04-05,11:13:16,FO,222,141,552,0,0.745,0,0.745
2022-04-05 11:13:27,3744439,2022-04-05,11:13:26,F,223,218,543,45,0.599,11.3,0.745
2022-04-05 11:13:37,3754736,2022-04-05,11:13:36,F,224,208,526,66,0.605,16.8,0.745
2022-04-05 11:13:47,3765040,2022-04-05,11:13:47,F,225,204,493,90,0.586,22.2,0.745
2022-04-05 11:13:57,3775334,2022-04-05,11:13:57,F,226,225,454,125,0.504,26.5,0.745
2022-04-05 11:14:08,3785639,2022-04-05,11:14:07,F,227,236,399,190,0.409,32.6,0.745
2022-04-05 11:14:18,3795928,2022-04-05,11:14:17,F,228,280,402,285,0.303,36.3,0.745
2022-04-05 11:14:28,3806230,2022-04-05,11:14:28,F,229,271,342,420,0.208,36.7,0.745
2022-04-05 11:14:39,3816532,2022-04-05,11:14:38,F,230,242,285,625,0.151,39.6,0.745
2022-04-05 11:14:42,3819444,2022-04-05,11:14:41,SLCE,,Light Curve end ,,,,,
2022-04-05 11:15:03,3841272,2022-04-05,11:15:03,SLCS,,Light Curve start ,,,,,
2022-04-05 11:15:03,3841272,2022-04-05,11:15:03,REG1,,"#1: alpha: 0.279, ETRm: 148.215, Ik: 531.023   ( beta: 1.889, ETRmPot: 2925.179 ) ",,,,,
2022-04-05 11:15:03,3841272,2022-04-05,11:15:03,REG2,,"#1: alpha: 0.253, ETRm: 136.888, Ik: 540.319 ",,,,,
2022-04-05 11:15:05,3843025,2022-04-05,11:15:05,FO,231,62,363,0,0.829,0,0.829
2022-04-05 11:15:15,3853322,2022-04-05,11:15:15,F,232,188,475,45,0.604,11.4,0.829
2022-04-05 11:15:26,3863624,2022-04-05,11:15:25,F,233,166,406,66,0.591,16.4,0.829
2022-04-05 11:15:36,3873920,2022-04-05,11:15:35,F,234,151,380,90,0.603,22.8,0.829
2022-04-05 11:15:46,3884221,2022-04-05,11:15:46,F,235,128,311,125,0.588,30.9,0.829
