Datetime,Time (rel/ms),Date,Time,Type,No.,1:F,1:Fm',1:PAR,1:Y (II),1:ETR,1:Fo,1:Fm,1:Fv/Fm
,0,,,D,,"Device Nr: #1, JUNIOR-PAM-II (CFMG0361A) ",,,,,,,
2022-04-03 14:41:30,0,2022-04-03,14:41:30,FO,1,1,700,0,-,-,1,700,0.999
2022-04-03 14:42:18,47714,2022-04-03,14:42:17,FO,2,-4,322,0,-,-,-4,322,1.012
2022-04-03 14:45:41,250579,2022-04-03,14:45:40,FO,3,5,247,0,-,-,5,247,0.98
2022-04-03 14:48:27,417266,2022-04-03,14:48:27,FO,4,-1,365,0,-,-,-1,365,1.003
2022-04-03 14:51:53,623262,2022-04-03,14:51:53,FO,5,3,153,0,-,-,3,153,0.98
2022-04-03 14:52:18,648252,2022-04-03,14:52:18,FO,6,19,241,0,0.921,0,19,241,0.921
2022-04-03 14:52:45,674605,2022-04-03,14:52:44,FO,7,4,106,0,-,-,4,106,0.962
2022-04-03 14:54:06,756225,2022-04-03,14:54:06,FO,8,0,326,0,-,-,0,326,1
2022-04-03 14:57:00,929721,2022-04-03,14:56:59,FO,9,3,209,0,-,-,3,209,0.986
2022-04-03 15:17:30,2160238,2022-04-03,15:17:30,FO,10,4,342,0,-,-,4,342,0.988
2022-04-03 15:18:48,2238406,2022-04-03,15:18:48,FO,11,-3,372,0,-,-,-3,372,1.008
2022-04-03 15:22:12,2442062,2022-04-03,15:22:12,FO,12,41,175,0,0.766,0,41,175,0.766
2022-04-03 15:23:33,2523381,2022-04-03,15:23:33,SLCS,,Light Curve start ,,,,,,,
2022-04-03 15:23:33,2523381,2022-04-03,15:23:33,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.033, ETRmPot: 119.195 ) ",,,,,,,
2022-04-03 15:23:33,2523381,2022-04-03,15:23:33,REG2,,"#1: alpha: 0.195, ETRm: 182.743, Ik: 938.646 ",,,,,,,
2022-04-03 15:23:35,2525113,2022-04-03,15:23:35,FO,13,29,114,0,0.746,0,29,114,0.746
2022-04-03 15:23:45,2535411,2022-04-03,15:23:45,F,14,45,115,125,0.609,32,29,114,0.746
2022-04-03 15:23:56,2545710,2022-04-03,15:23:55,F,15,44,104,190,0.577,46,29,114,0.746
2022-04-03 15:24:06,2556006,2022-04-03,15:24:06,F,16,50,98,285,0.49,58.7,29,114,0.746
2022-04-03 15:24:16,2566302,2022-04-03,15:24:16,F,17,49,89,420,0.449,79.2,29,114,0.746
2022-04-03 15:24:27,2576602,2022-04-03,15:24:26,F,18,49,78,625,0.372,97.7,29,114,0.746
2022-04-03 15:24:37,2586904,2022-04-03,15:24:36,F,19,43,66,845,0.348,123.5,29,114,0.746
2022-04-03 15:24:47,2597204,2022-04-03,15:24:47,F,20,39,58,1150,0.328,158.4,29,114,0.746
2022-04-03 15:24:58,2607501,2022-04-03,15:24:57,F,21,38,52,1500,0.269,169.5,29,114,0.746
2022-04-03 15:25:01,2610683,2022-04-03,15:25:00,SLCE,,Light Curve end ,,,,,,,
2022-04-03 15:33:59,3148944,2022-04-03,15:33:58,SLCS,,Light Curve start ,,,,,,,
2022-04-03 15:33:59,3148944,2022-04-03,15:33:58,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.015, ETRmPot: 35.892 ) ",,,,,,,
2022-04-03 15:33:59,3148944,2022-04-03,15:33:58,REG2,,"#1: alpha: 0.202, ETRm: 55.670, Ik: 274.933 ",,,,,,,
2022-04-03 15:34:01,3150720,2022-04-03,15:34:00,FO,22,96,446,0,0.785,0,96,446,0.785
2022-04-03 15:34:11,3161025,2022-04-03,15:34:11,F,23,189,463,125,0.592,31.1,96,446,0.785
2022-04-03 15:34:21,3171324,2022-04-03,15:34:21,F,24,234,430,190,0.456,36.4,96,446,0.785
2022-04-03 15:34:32,3181623,2022-04-03,15:34:31,F,25,236,351,285,0.328,39.3,96,446,0.785
2022-04-03 15:34:42,3191918,2022-04-03,15:34:41,F,26,204,271,420,0.247,43.6,96,446,0.785
2022-04-03 15:34:52,3202213,2022-04-03,15:34:52,F,27,173,213,625,0.188,49.4,96,446,0.785
2022-04-03 15:35:03,3212521,2022-04-03,15:35:02,F,28,149,173,845,0.139,49.3,96,446,0.785
2022-04-03 15:35:13,3222815,2022-04-03,15:35:12,F,29,134,152,1150,0.118,57,96,446,0.785
2022-04-03 15:35:23,3233113,2022-04-03,15:35:23,F,30,120,135,1500,0.111,69.9,96,446,0.785
2022-04-03 15:35:26,3236347,2022-04-03,15:35:26,SLCE,,Light Curve end ,,,,,,,
2022-04-03 15:36:35,3304974,2022-04-03,15:36:34,SLCS,,Light Curve start ,,,,,,,
2022-04-03 15:36:35,3304974,2022-04-03,15:36:34,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.040, ETRmPot: 45.530 ) ",,,,,,,
2022-04-03 15:36:35,3304974,2022-04-03,15:36:34,REG2,,"#1: alpha: 0.207, ETRm: 93.962, Ik: 453.595 ",,,,,,,
2022-04-03 15:36:37,3306699,2022-04-03,15:36:36,FO,31,76,326,0,0.767,0,76,326,0.767
2022-04-03 15:36:47,3317004,2022-04-03,15:36:47,F,32,118,326,66,0.638,17.7,76,326,0.767
2022-04-03 15:36:57,3327298,2022-04-03,15:36:57,F,33,121,316,90,0.617,23.3,76,326,0.767
2022-04-03 15:37:08,3337596,2022-04-03,15:37:07,F,34,130,297,125,0.562,29.5,76,326,0.767
2022-04-03 15:37:18,3347895,2022-04-03,15:37:17,F,35,121,242,190,0.5,39.9,76,326,0.767
2022-04-03 15:37:28,3358196,2022-04-03,15:37:28,F,36,114,200,285,0.43,51.5,76,326,0.767
2022-04-03 15:37:39,3368499,2022-04-03,15:37:38,F,37,105,163,420,0.356,62.8,76,326,0.767
2022-04-03 15:37:49,3378793,2022-04-03,15:37:48,F,38,94,133,625,0.293,76.9,76,326,0.767
2022-04-03 15:37:59,3389090,2022-04-03,15:37:59,F,39,81,111,845,0.27,95.8,76,326,0.767
2022-04-03 15:38:02,3392133,2022-04-03,15:38:02,SLCE,,Light Curve end ,,,,,,,
2022-04-03 15:39:50,3500016,2022-04-03,15:39:50,SLCS,,Light Curve start ,,,,,,,
2022-04-03 15:39:50,3500016,2022-04-03,15:39:50,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.047, ETRmPot: 51.053 ) ",,,,,,,
2022-04-03 15:39:50,3500016,2022-04-03,15:39:50,REG2,,"#1: alpha: 0.209, ETRm: 115.571, Ik: 552.810 ",,,,,,,
2022-04-03 15:39:52,3501672,2022-04-03,15:39:51,FO,40,49,242,0,0.798,0,49,242,0.798
2022-04-03 15:40:02,3511980,2022-04-03,15:40:01,F,41,73,225,66,0.676,18.7,49,242,0.798
2022-04-03 15:40:12,3522274,2022-04-03,15:40:12,F,42,74,204,90,0.637,24.1,49,242,0.798
2022-04-03 15:40:23,3532575,2022-04-03,15:40:22,F,43,69,164,125,0.579,30.4,49,242,0.798
2022-04-03 15:40:33,3542868,2022-04-03,15:40:32,F,44,64,133,190,0.519,41.4,49,242,0.798
2022-04-03 15:40:43,3553173,2022-04-03,15:40:43,F,45,64,119,285,0.462,55.3,49,242,0.798
2022-04-03 15:40:53,3563468,2022-04-03,15:40:53,F,46,61,97,420,0.371,65.4,49,242,0.798
2022-04-03 15:41:04,3573768,2022-04-03,15:41:03,F,47,48,74,625,0.351,92.1,49,242,0.798
2022-04-03 15:41:14,3584071,2022-04-03,15:41:14,F,48,43,62,845,0.306,108.6,49,242,0.798
2022-04-03 15:41:17,3587334,2022-04-03,15:41:17,SLCE,,Light Curve end ,,,,,,,
2022-04-03 15:43:05,3695327,2022-04-03,15:43:05,SLCS,,Light Curve start ,,,,,,,
2022-04-03 15:43:05,3695327,2022-04-03,15:43:05,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.024, ETRmPot: 31.159 ) ",,,,,,,
2022-04-03 15:43:05,3695327,2022-04-03,15:43:05,REG2,,"#1: alpha: 0.197, ETRm: 53.723, Ik: 273.239 ",,,,,,,
2022-04-03 15:43:07,3697047,2022-04-03,15:43:07,FO,49,104,410,0,0.746,0,104,410,0.746
2022-04-03 15:43:17,3707350,2022-04-03,15:43:17,F,50,153,399,66,0.617,17.1,104,410,0.746
2022-04-03 15:43:28,3717645,2022-04-03,15:43:27,F,51,149,358,90,0.584,22.1,104,410,0.746
2022-04-03 15:43:38,3727942,2022-04-03,15:43:37,F,52,149,295,125,0.495,26,104,410,0.746
2022-04-03 15:43:48,3738245,2022-04-03,15:43:48,F,53,138,227,190,0.392,31.3,104,410,0.746
2022-04-03 15:43:59,3748546,2022-04-03,15:43:58,F,54,122,177,285,0.311,37.2,104,410,0.746
2022-04-03 15:44:09,3758842,2022-04-03,15:44:08,F,55,109,146,420,0.253,44.6,104,410,0.746
2022-04-03 15:44:19,3769142,2022-04-03,15:44:19,F,56,104,128,625,0.188,49.4,104,410,0.746
2022-04-03 15:44:29,3779439,2022-04-03,15:44:29,F,57,96,116,845,0.172,61,104,410,0.746
2022-04-03 15:44:32,3782475,2022-04-03,15:44:32,SLCE,,Light Curve end ,,,,,,,
2022-04-03 15:45:31,3841461,2022-04-03,15:45:31,SLCS,,Light Curve start ,,,,,,,
2022-04-03 15:45:31,3841461,2022-04-03,15:45:31,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.036, ETRmPot: 29.691 ) ",,,,,,,
2022-04-03 15:45:31,3841461,2022-04-03,15:45:31,REG2,,"#1: alpha: 0.177, ETRm: 77.289, Ik: 437.072 ",,,,,,,
2022-04-03 15:45:33,3843129,2022-04-03,15:45:33,FO,58,90,399,0,0.774,0,90,399,0.774
2022-04-03 15:45:43,3853418,2022-04-03,15:45:43,F,59,136,395,66,0.656,18.2,90,399,0.774
2022-04-03 15:45:54,3863725,2022-04-03,15:45:53,F,60,135,386,90,0.65,24.6,90,399,0.774
2022-04-03 15:46:04,3874023,2022-04-03,15:46:04,F,61,158,350,125,0.549,28.8,90,399,0.774
2022-04-03 15:46:14,3884327,2022-04-03,15:46:14,F,62,159,276,190,0.424,33.8,90,399,0.774
2022-04-03 15:46:25,3894626,2022-04-03,15:46:24,F,63,132,203,285,0.35,41.9,90,399,0.774
2022-04-03 15:46:35,3904923,2022-04-03,15:46:34,F,64,114,157,420,0.274,48.3,90,399,0.774
2022-04-03 15:46:45,3915219,2022-04-03,15:46:45,F,65,104,137,625,0.241,63.3,90,399,0.774
2022-04-03 15:46:56,3925519,2022-04-03,15:46:55,F,66,103,134,845,0.231,82,90,399,0.774
2022-04-03 15:46:58,3928383,2022-04-03,15:46:58,SLCE,,Light Curve end ,,,,,,,
2022-04-03 15:48:02,3991879,2022-04-03,15:48:01,SLCS,,Light Curve start ,,,,,,,
2022-04-03 15:48:02,3991879,2022-04-03,15:48:01,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.028, ETRmPot: 37.304 ) ",,,,,,,
2022-04-03 15:48:02,3991879,2022-04-03,15:48:01,REG2,,"#1: alpha: 0.210, ETRm: 63.985, Ik: 304.648 ",,,,,,,
2022-04-03 15:48:04,3993611,2022-04-03,15:48:03,FO,67,90,411,0,0.781,0,90,411,0.781
2022-04-03 15:48:14,4003910,2022-04-03,15:48:13,F,68,132,407,66,0.676,18.7,90,411,0.781
2022-04-03 15:48:24,4014204,2022-04-03,15:48:24,F,69,153,366,90,0.582,22,90,411,0.781
2022-04-03 15:48:35,4024504,2022-04-03,15:48:34,F,70,146,311,125,0.531,27.9,90,411,0.781
2022-04-03 15:48:45,4034808,2022-04-03,15:48:44,F,71,147,268,190,0.451,36,90,411,0.781
2022-04-03 15:48:55,4045109,2022-04-03,15:48:55,F,72,145,227,285,0.361,43.2,90,411,0.781
2022-04-03 15:49:05,4055398,2022-04-03,15:49:05,F,73,140,198,420,0.293,51.7,90,411,0.781
2022-04-03 15:49:16,4065701,2022-04-03,15:49:15,F,74,136,174,625,0.218,57.2,90,411,0.781
2022-04-03 15:49:26,4076005,2022-04-03,15:49:26,F,75,127,159,845,0.201,71.3,90,411,0.781
2022-04-03 15:49:29,4078922,2022-04-03,15:49:28,SLCE,,Light Curve end ,,,,,,,
2022-04-03 15:51:47,4216646,2022-04-03,15:51:46,SLCS,,Light Curve start ,6,,,,,,
2022-04-03 15:51:47,4216646,2022-04-03,15:51:46,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.018, ETRmPot: 44.482 ) ",,,,,,,
2022-04-03 15:51:47,4216646,2022-04-03,15:51:46,REG2,,"#1: alpha: 0.225, ETRm: 58.459, Ik: 260.178 ",,,,,,,
2022-04-03 15:51:48,4218384,2022-04-03,15:51:48,FO,76,105,365,0,0.712,0,105,365,0.712
2022-04-03 15:51:59,4228681,2022-04-03,15:51:58,F,77,148,355,66,0.583,16.2,105,365,0.712
2022-04-03 15:52:09,4238983,2022-04-03,15:52:08,F,78,147,347,90,0.576,21.8,105,365,0.712
2022-04-03 15:52:19,4249274,2022-04-03,15:52:19,F,79,154,342,125,0.55,28.9,105,365,0.712
2022-04-03 15:52:30,4259571,2022-04-03,15:52:29,F,80,177,329,190,0.462,36.9,105,365,0.712
2022-04-03 15:52:40,4269875,2022-04-03,15:52:39,F,81,193,301,285,0.359,43,105,365,0.712
2022-04-03 15:52:50,4280176,2022-04-03,15:52:50,F,82,188,262,420,0.282,49.7,105,365,0.712
2022-04-03 15:53:00,4290469,2022-04-03,15:53:00,F,83,175,224,625,0.219,57.5,105,365,0.712
2022-04-03 15:53:11,4300765,2022-04-03,15:53:10,F,84,159,193,845,0.176,62.5,105,365,0.712
2022-04-03 15:53:13,4303259,2022-04-03,15:53:13,SLCE,,Light Curve end ,,,,,,,
2022-04-03 15:53:55,4344570,2022-04-03,15:53:54,SLCS,,Light Curve start ,,,,,,,
2022-04-03 15:53:55,4344570,2022-04-03,15:53:54,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.039, ETRmPot: 44.655 ) ",,,,,,,
2022-04-03 15:53:55,4344570,2022-04-03,15:53:54,REG2,,"#1: alpha: 0.209, ETRm: 90.222, Ik: 431.646 ",,,,,,,
2022-04-03 15:53:56,4346266,2022-04-03,15:53:56,FO,85,47,198,0,0.763,0,47,198,0.763
2022-04-03 15:54:07,4356565,2022-04-03,15:54:06,F,86,75,192,66,0.609,16.9,47,198,0.763
2022-04-03 15:54:17,4366864,2022-04-03,15:54:16,F,87,71,186,90,0.618,23.4,47,198,0.763
2022-04-03 15:54:27,4377163,2022-04-03,15:54:27,F,88,73,176,125,0.585,30.7,47,198,0.763
2022-04-03 15:54:37,4387457,2022-04-03,15:54:37,F,89,81,162,190,0.5,39.9,47,198,0.763
2022-04-03 15:54:48,4397753,2022-04-03,15:54:47,F,90,84,146,285,0.425,50.9,47,198,0.763
2022-04-03 15:54:58,4408054,2022-04-03,15:54:58,F,91,84,129,420,0.349,61.6,47,198,0.763
2022-04-03 15:55:08,4418353,2022-04-03,15:55:08,F,92,80,112,625,0.286,75.1,47,198,0.763
2022-04-03 15:55:19,4428650,2022-04-03,15:55:18,F,93,73,99,845,0.263,93.3,47,198,0.763
2022-04-03 15:55:22,4431903,2022-04-03,15:55:21,SLCE,,Light Curve end ,,,,,,,
2022-04-03 15:57:39,4568539,2022-04-03,15:57:38,SLCS,,Light Curve start ,,,,,,,
2022-04-03 15:57:39,4568539,2022-04-03,15:57:38,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.006, ETRmPot: 83.169 ) ",,,,,,,
2022-04-03 15:57:39,4568539,2022-04-03,15:57:38,REG2,,"#1: alpha: 0.259, ETRm: 83.126, Ik: 321.034 ",,,,,,,
2022-04-03 15:57:40,4570235,2022-04-03,15:57:40,FO,94,71,307,0,0.769,0,71,307,0.769
2022-04-03 15:57:51,4580537,2022-04-03,15:57:50,F,95,116,296,66,0.608,16.9,71,307,0.769
2022-04-03 15:58:01,4590831,2022-04-03,15:58:00,F,96,102,284,90,0.641,24.2,71,307,0.769
2022-04-03 15:58:11,4601134,2022-04-03,15:58:11,F,97,106,277,125,0.617,32.4,71,307,0.769
2022-04-03 15:58:21,4611430,2022-04-03,15:58:21,F,98,114,269,190,0.576,46,71,307,0.769
2022-04-03 15:58:32,4621727,2022-04-03,15:58:31,F,99,135,261,285,0.483,57.8,71,307,0.769
2022-04-03 15:58:42,4632029,2022-04-03,15:58:42,F,100,152,248,420,0.387,68.3,71,307,0.769
2022-04-03 15:58:52,4642324,2022-04-03,15:58:52,F,101,161,230,625,0.3,78.8,71,307,0.769
2022-04-03 15:59:03,4652620,2022-04-03,15:59:02,F,102,158,208,845,0.24,85.2,71,307,0.769
2022-04-03 15:59:05,4655464,2022-04-03,15:59:05,SLCE,,Light Curve end ,,,,,,,
2022-04-03 15:59:44,4694284,2022-04-03,15:59:44,SLCS,,Light Curve start ,,,,,,,
2022-04-03 15:59:44,4694284,2022-04-03,15:59:44,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.023, ETRmPot: 38.170 ) ",,,,,,,
2022-04-03 15:59:44,4694284,2022-04-03,15:59:44,REG2,,"#1: alpha: 0.223, ETRm: 57.778, Ik: 258.941 ",,,,,,,
2022-04-03 15:59:46,4696015,2022-04-03,15:59:46,FO,103,134,458,0,0.707,0,134,458,0.707
2022-04-03 15:59:56,4706318,2022-04-03,15:59:56,F,104,186,434,66,0.571,15.8,134,458,0.707
2022-04-03 16:00:07,4716608,2022-04-03,16:00:06,F,105,179,412,90,0.566,21.4,134,458,0.707
2022-04-03 16:00:17,4726907,2022-04-03,16:00:16,F,106,175,392,125,0.554,29.1,134,458,0.707
2022-04-03 16:00:27,4737211,2022-04-03,16:00:27,F,107,185,361,190,0.488,38.9,134,458,0.707
2022-04-03 16:00:38,4747512,2022-04-03,16:00:37,F,108,205,314,285,0.347,41.5,134,458,0.707
2022-04-03 16:00:48,4757812,2022-04-03,16:00:47,F,109,191,259,420,0.263,46.4,134,458,0.707
2022-04-03 16:00:58,4768101,2022-04-03,16:00:58,F,110,168,214,625,0.215,56.4,134,458,0.707
2022-04-03 16:01:08,4778410,2022-04-03,16:01:08,F,111,149,182,845,0.181,64.2,134,458,0.707
2022-04-03 16:01:11,4780859,2022-04-03,16:01:10,SLCE,,Light Curve end ,,,,,,,
2022-04-03 16:02:25,4855326,2022-04-03,16:02:25,SLCS,,Light Curve start ,,,,,,,
2022-04-03 16:02:25,4855326,2022-04-03,16:02:25,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.013, ETRmPot: 48.188 ) ",,,,,,,
2022-04-03 16:02:25,4855326,2022-04-03,16:02:25,REG2,,"#1: alpha: 0.223, ETRm: 57.187, Ik: 256.537 ",,,,,,,
2022-04-03 16:02:27,4856990,2022-04-03,16:02:26,FO,112,123,438,0,0.719,0,123,438,0.719
2022-04-03 16:02:37,4867289,2022-04-03,16:02:37,F,113,194,432,66,0.551,15.3,123,438,0.719
2022-04-03 16:02:48,4877587,2022-04-03,16:02:47,F,114,183,418,90,0.562,21.2,123,438,0.719
2022-04-03 16:02:58,4887888,2022-04-03,16:02:57,F,115,188,404,125,0.535,28.1,123,438,0.719
2022-04-03 16:03:08,4898189,2022-04-03,16:03:08,F,116,204,374,190,0.455,36.3,123,438,0.719
2022-04-03 16:03:18,4908489,2022-04-03,16:03:18,F,117,207,324,285,0.361,43.2,123,438,0.719
2022-04-03 16:03:29,4918784,2022-04-03,16:03:28,F,118,194,270,420,0.281,49.6,123,438,0.719
2022-04-03 16:03:39,4929085,2022-04-03,16:03:39,F,119,175,223,625,0.215,56.4,123,438,0.719
2022-04-03 16:03:49,4939385,2022-04-03,16:03:49,F,120,156,188,845,0.17,60.3,123,438,0.719
2022-04-03 16:03:52,4942227,2022-04-03,16:03:52,SLCE,,Light Curve end ,,,,,,,
2022-04-03 16:04:27,4976947,2022-04-03,16:04:26,SLCS,,Light Curve start ,,,,,,,
2022-04-03 16:04:27,4976947,2022-04-03,16:04:26,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.058, ETRmPot: 61.399 ) ",,,,,,,
2022-04-03 16:04:27,4976947,2022-04-03,16:04:26,REG2,,"#1: alpha: 0.240, ETRm: 147.989, Ik: 617.710 ",,,,,,,
2022-04-03 16:04:29,4978774,2022-04-03,16:04:28,FO,121,28,148,0,0.811,0,28,148,0.811
2022-04-03 16:04:39,4989074,2022-04-03,16:04:39,F,122,44,141,66,0.688,19.1,28,148,0.811
2022-04-03 16:04:49,4999372,2022-04-03,16:04:49,F,123,38,135,90,0.719,27.2,28,148,0.811
2022-04-03 16:05:00,5009675,2022-04-03,16:04:59,F,124,45,135,125,0.667,35,28,148,0.811
2022-04-03 16:05:10,5019971,2022-04-03,16:05:09,F,125,50,123,190,0.593,47.3,28,148,0.811
2022-04-03 16:05:20,5030269,2022-04-03,16:05:20,F,126,52,113,285,0.54,64.6,28,148,0.811
2022-04-03 16:05:31,5040565,2022-04-03,16:05:30,F,127,54,101,420,0.465,82,28,148,0.811
2022-04-03 16:05:41,5050873,2022-04-03,16:05:40,F,128,52,88,625,0.409,107.4,28,148,0.811
2022-04-03 16:05:51,5061171,2022-04-03,16:05:51,F,129,49,79,845,0.38,134.9,28,148,0.811
2022-04-03 16:05:54,5064288,2022-04-03,16:05:54,SLCE,,Light Curve end ,,,,,,,
2022-04-03 16:06:46,5116051,2022-04-03,16:06:46,SLCS,,Light Curve start ,,,,,,,
2022-04-03 16:06:46,5116051,2022-04-03,16:06:46,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.023, ETRmPot: 37.948 ) ",,,,,,,
2022-04-03 16:06:46,5116051,2022-04-03,16:06:46,REG2,,"#1: alpha: 0.201, ETRm: 58.924, Ik: 293.636 ",,,,,,,
2022-04-03 16:06:48,5117758,2022-04-03,16:06:47,FO,130,65,344,0,0.811,0,65,344,0.811
2022-04-03 16:06:58,5128061,2022-04-03,16:06:58,F,131,109,324,66,0.664,18.4,65,344,0.811
2022-04-03 16:07:08,5138359,2022-04-03,16:07:08,F,132,125,303,90,0.587,22.2,65,344,0.811
2022-04-03 16:07:19,5148651,2022-04-03,16:07:18,F,133,134,271,125,0.506,26.6,65,344,0.811
2022-04-03 16:07:29,5158958,2022-04-03,16:07:28,F,134,137,232,190,0.409,32.6,65,344,0.811
2022-04-03 16:07:39,5169253,2022-04-03,16:07:39,F,135,132,197,285,0.33,39.5,65,344,0.811
2022-04-03 16:07:50,5179543,2022-04-03,16:07:49,F,136,125,172,420,0.273,48.2,65,344,0.811
2022-04-03 16:08:00,5189853,2022-04-03,16:07:59,F,137,118,151,625,0.219,57.5,65,344,0.811
2022-04-03 16:08:10,5200144,2022-04-03,16:08:10,F,138,112,136,845,0.176,62.5,65,344,0.811
2022-04-03 16:08:13,5203317,2022-04-03,16:08:13,SLCE,,Light Curve end ,,,,,,,
2022-04-03 16:10:02,5311668,2022-04-03,16:10:01,SLCS,,Light Curve start ,,,,,,,
2022-04-03 16:10:02,5311668,2022-04-03,16:10:01,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.024, ETRmPot: 37.882 ) ",,,,,,,
2022-04-03 16:10:02,5311668,2022-04-03,16:10:01,REG2,,"#1: alpha: 0.240, ETRm: 57.103, Ik: 237.642 ",,,,,,,
2022-04-03 16:10:03,5313335,2022-04-03,16:10:03,FO,139,87,369,0,0.764,0,87,369,0.764
2022-04-03 16:10:14,5323631,2022-04-03,16:10:13,F,140,134,367,66,0.635,17.6,87,369,0.764
2022-04-03 16:10:24,5333929,2022-04-03,16:10:23,F,141,130,346,90,0.624,23.6,87,369,0.764
2022-04-03 16:10:34,5344224,2022-04-03,16:10:34,F,142,131,313,125,0.581,30.5,87,369,0.764
2022-04-03 16:10:45,5354524,2022-04-03,16:10:44,F,143,139,263,190,0.471,37.6,87,369,0.764
2022-04-03 16:10:55,5364828,2022-04-03,16:10:54,F,144,133,208,285,0.361,43.2,87,369,0.764
2022-04-03 16:11:05,5375124,2022-04-03,16:11:05,F,145,121,168,420,0.28,49.4,87,369,0.764
2022-04-03 16:11:15,5385425,2022-04-03,16:11:15,F,146,111,139,625,0.201,52.8,87,369,0.764
2022-04-03 16:11:26,5395722,2022-04-03,16:11:25,F,147,97,119,845,0.185,65.7,87,369,0.764
2022-04-03 16:11:28,5398135,2022-04-03,16:11:28,SLCE,,Light Curve end ,,,,,,,
2022-04-03 16:12:13,5442571,2022-04-03,16:12:12,SLCS,,Light Curve start ,,,,,,,
2022-04-03 16:12:13,5442571,2022-04-03,16:12:12,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.019, ETRmPot: 22.030 ) ",,,,,,,
2022-04-03 16:12:13,5442571,2022-04-03,16:12:12,REG2,,"#1: alpha: 0.232, ETRm: 35.581, Ik: 153.441 ",,,,,,,
2022-04-03 16:12:14,5444310,2022-04-03,16:12:14,FO,148,91,444,0,0.795,0,91,444,0.795
2022-04-03 16:12:25,5454612,2022-04-03,16:12:24,F,149,161,429,66,0.625,17.3,91,444,0.795
2022-04-03 16:12:35,5464908,2022-04-03,16:12:34,F,150,165,384,90,0.57,21.5,91,444,0.795
2022-04-03 16:12:45,5475208,2022-04-03,16:12:45,F,151,167,312,125,0.465,24.4,91,444,0.795
2022-04-03 16:12:56,5485510,2022-04-03,16:12:55,F,152,173,259,190,0.332,26.5,91,444,0.795
2022-04-03 16:13:06,5495806,2022-04-03,16:13:05,F,153,165,217,285,0.24,28.7,91,444,0.795
2022-04-03 16:13:16,5506109,2022-04-03,16:13:16,F,154,156,188,420,0.17,30,91,444,0.795
2022-04-03 16:13:26,5516407,2022-04-03,16:13:26,F,155,144,166,625,0.133,34.9,91,444,0.795
2022-04-03 16:13:37,5526708,2022-04-03,16:13:36,F,156,133,153,845,0.131,46.5,91,444,0.795
2022-04-03 16:13:40,5529986,2022-04-03,16:13:39,SLCE,,Light Curve end ,,,,,,,
2022-04-03 16:14:35,5585157,2022-04-03,16:14:35,SLCS,,Light Curve start ,,,,,,,
2022-04-03 16:14:35,5585157,2022-04-03,16:14:35,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.021, ETRmPot: 30.809 ) ",,,,,,,
2022-04-03 16:14:35,5585157,2022-04-03,16:14:35,REG2,,"#1: alpha: 0.169, ETRm: 50.081, Ik: 296.481 ",,,,,,,
2022-04-03 16:14:37,5586897,2022-04-03,16:14:36,FO,157,96,415,0,0.769,0,96,415,0.769
2022-04-03 16:14:47,5597198,2022-04-03,16:14:47,F,158,153,392,66,0.61,16.9,96,415,0.769
2022-04-03 16:14:57,5607490,2022-04-03,16:14:57,F,159,170,330,90,0.485,18.3,96,415,0.769
2022-04-03 16:15:08,5617794,2022-04-03,16:15:07,F,160,151,264,125,0.428,22.5,96,415,0.769
2022-04-03 16:15:18,5628095,2022-04-03,16:15:18,F,161,140,216,190,0.352,28.1,96,415,0.769
2022-04-03 16:15:28,5638390,2022-04-03,16:15:28,F,162,133,182,285,0.269,32.2,96,415,0.769
2022-04-03 16:15:39,5648691,2022-04-03,16:15:38,F,163,125,163,420,0.233,41.1,96,415,0.769
2022-04-03 16:15:49,5658991,2022-04-03,16:15:49,F,164,118,145,625,0.186,48.8,96,415,0.769
2022-04-03 16:15:59,5669286,2022-04-03,16:15:59,F,165,113,133,845,0.15,53.2,96,415,0.769
2022-04-03 16:16:02,5671729,2022-04-03,16:16:01,SLCE,,Light Curve end ,,,,,,,
2022-04-03 16:17:56,5785884,2022-04-03,16:17:55,SLCS,,Light Curve start ,,,,,,,
