"","Genus","Species"
"Otu06046",NA,NA
"Otu06050",NA,NA
"Otu06051",NA,NA
"Otu06052",NA,NA
"Otu06053",NA,NA
"Otu06054",NA,NA
"Otu06055",NA,NA
"Otu06056",NA,NA
"Otu06057",NA,NA
"Otu06058",NA,NA
"Otu06060",NA,NA
"Otu06061",NA,NA
"Otu06063","Pseudomonas","aeruginosa/cf./chloritidismutans/knackmussii/putida/stutzeri/xanthomarina"
"Otu06064",NA,NA
"Otu06065",NA,NA
"Otu06066",NA,NA
"Otu06067",NA,NA
"Otu06069",NA,NA
"Otu06070",NA,NA
"Otu06072",NA,NA
"Otu06073",NA,NA
"Otu06074",NA,NA
"Otu06075",NA,"psychrodurans/quisquiliarum"
"Otu06076",NA,NA
"Otu06077",NA,NA
"Otu06078",NA,NA
"Otu06079",NA,NA
"Otu06080",NA,NA
"Otu06081",NA,NA
"Otu06082",NA,NA
"Otu06083",NA,NA
"Otu06084",NA,NA
"Otu06085",NA,NA
"Otu06087",NA,NA
"Otu06088",NA,NA
"Otu06089",NA,NA
"Otu06091",NA,NA
"Otu06092",NA,NA
"Otu06093",NA,NA
"Otu06094",NA,NA
"Otu06096",NA,NA
"Otu06097",NA,NA
"Otu06098",NA,NA
"Otu06099",NA,NA
"Otu06101",NA,NA
"Otu06102",NA,NA
"Otu06103",NA,NA
"Otu06105",NA,NA
"Otu06106",NA,NA
"Otu06108",NA,NA
"Otu06109",NA,NA
"Otu06110",NA,NA
"Otu06111","Sphingopyxis","chilensis/ginsengisoli/italica/macrogoltabida/soli"
"Otu06112",NA,NA
"Otu06114",NA,NA
"Otu06115",NA,NA
"Otu06116",NA,NA
"Otu06117",NA,NA
"Otu06118",NA,NA
"Otu06121","Paracoccus","laeviglucosivorans/yeei"
"Otu06122",NA,NA
"Otu06123",NA,NA
"Otu06124",NA,NA
"Otu06125",NA,NA
"Otu06126",NA,NA
"Otu06127",NA,NA
"Otu06128",NA,NA
"Otu06130","Brochothrix","thermosphacta"
"Otu06131",NA,NA
"Otu06134",NA,NA
"Otu06135",NA,NA
"Otu06139",NA,NA
"Otu06140",NA,NA
"Otu06141","Pseudooceanicola","nanhaiensis"
"Otu06142",NA,NA
"Otu06143",NA,NA
"Otu06147","Streptomyces","achromogenes/atrocyaneus/aurantiacus/bungoensis/cacaoi/caniferus/deccanensis/ederensis/glomeroaurantiacus/graminilatus/humidus/lacrimifluminis/lavendulae/olivochromogenes/ossamyceticus/phaeochromogenes/platensis/plumbiresistens/rishiriensis/ryensis/spinicoumarensis/tauricus/turgidiscabies"
"Otu06148",NA,NA
"Otu06150",NA,NA
"Otu06152",NA,NA
"Otu06154",NA,NA
"Otu06155",NA,NA
"Otu06156",NA,NA
"Otu06158",NA,NA
"Otu06159",NA,NA
"Otu06160",NA,NA
"Otu06161",NA,NA
"Otu06162",NA,NA
"Otu06163",NA,NA
"Otu06164",NA,NA
"Otu06165",NA,NA
"Otu06166",NA,NA
"Otu06167",NA,NA
"Otu06168",NA,NA
"Otu06169",NA,NA
"Otu06170",NA,NA
"Otu06171",NA,NA
"Otu06172",NA,NA
"Otu06173",NA,NA
"Otu06174",NA,NA
"Otu06175",NA,NA
"Otu06176",NA,NA
"Otu06177",NA,NA
"Otu06178",NA,NA
"Otu06179",NA,NA
"Otu06180",NA,NA
"Otu06182",NA,NA
"Otu06184","Photobacterium","jeanii"
"Otu06185",NA,NA
"Otu06186",NA,NA
"Otu06187",NA,NA
"Otu06189",NA,NA
"Otu06190",NA,NA
"Otu06191",NA,NA
"Otu06193",NA,NA
"Otu06194",NA,NA
"Otu06196",NA,NA
"Otu06197",NA,NA
"Otu06198",NA,NA
"Otu06199",NA,NA
"Otu06201",NA,NA
"Otu06202",NA,NA
"Otu06205",NA,NA
"Otu06207",NA,NA
"Otu06208",NA,NA
"Otu06211",NA,NA
"Otu06213",NA,NA
"Otu06214",NA,NA
"Otu06215",NA,NA
"Otu06217",NA,NA
"Otu06219",NA,NA
"Otu06221",NA,NA
"Otu06222","Mycobacterium","barrassiae/brasiliensis/brumae/celeriflavum/elephantis/malmesburyense"
"Otu06224",NA,NA
"Otu06225",NA,NA
"Otu06226",NA,NA
"Otu06227",NA,NA
"Otu06228",NA,NA
"Otu06230",NA,NA
"Otu06231",NA,NA
"Otu06233",NA,NA
"Otu06234",NA,NA
"Otu06235",NA,NA
"Otu06236",NA,NA
"Otu06237",NA,NA
"Otu06238",NA,NA
"Otu06239",NA,NA
"Otu06240","Carnobacterium","funditum/iners"
"Otu06242","Sphingopyxis","alaskensis/bauzanensis/chilensis/fribergensis/ginsengisoli/italica/panaciterrae"
"Otu06243","Acinetobacter","baumannii/junii/seohaensis/soli/towneri/venetianus"
"Otu06244",NA,NA
"Otu06246",NA,NA
"Otu06247",NA,NA
"Otu06251",NA,NA
"Otu06252",NA,NA
"Otu06254",NA,NA
"Otu06255",NA,NA
"Otu06256",NA,NA
"Otu06257",NA,NA
"Otu06258",NA,NA
"Otu06260",NA,NA
"Otu06264",NA,NA
"Otu06265",NA,NA
"Otu06266",NA,NA
"Otu06267",NA,NA
"Otu06268",NA,NA
"Otu06269",NA,NA
"Otu06271",NA,NA
"Otu06272",NA,NA
"Otu06273",NA,NA
"Otu06274",NA,NA
"Otu06275",NA,NA
"Otu06276",NA,NA
"Otu06278",NA,NA
"Otu06279",NA,NA
"Otu06280",NA,NA
"Otu06281","Brevundimonas","diminuta/naejangsanensis/vancanneytii"
"Otu06282",NA,NA
"Otu06283",NA,NA
"Otu06285","Aquabacterium","parvum"
"Otu06286",NA,NA
"Otu06288",NA,NA
"Otu06289",NA,NA
"Otu06290",NA,NA
"Otu06292",NA,NA
"Otu06294",NA,NA
"Otu06295",NA,NA
"Otu06296",NA,NA
"Otu06297",NA,NA
"Otu06298",NA,NA
"Otu06299",NA,NA
"Otu06300",NA,NA
"Otu06301",NA,NA
"Otu06302",NA,NA
"Otu06303",NA,NA
"Otu06304",NA,NA
"Otu06305",NA,NA
"Otu06306",NA,NA
"Otu06307",NA,NA
"Otu06308",NA,NA
"Otu06310",NA,NA
"Otu06311",NA,NA
"Otu06312",NA,NA
"Otu06313","Pseudomonas","argentinensis/arsenicoxydans/baetica/borealis/brassicacearum/brenneri/chlororaphis/corrugata/denitrificans/ficuserectae/fluorescens/frederiksbergensis/gessardii/granadensis/grimontii/helmanticensis/kilonensis/koreensis/lini/mandelii/mediterranea/migulae/moraviensis/putida/reinekei/salomonii/syringae/thivervalensis/tolaasii/turukhanskensis/veronii"
"Otu06314",NA,NA
"Otu06315",NA,NA
"Otu06318",NA,NA
"Otu06320",NA,NA
"Otu06321",NA,NA
"Otu06322",NA,NA
"Otu06323",NA,NA
"Otu06324",NA,NA
"Otu06325",NA,NA
"Otu06327",NA,NA
"Otu06328",NA,NA
"Otu06330",NA,NA
"Otu06331",NA,NA
"Otu06335",NA,NA
"Otu06337","Lacunisphaera","anatis"
"Otu06338",NA,NA
"Otu06339",NA,NA
"Otu06340",NA,NA
"Otu06341",NA,NA
"Otu06344",NA,NA
"Otu06345",NA,NA
"Otu06348",NA,NA
"Otu06349",NA,NA
"Otu06351",NA,NA
"Otu06352",NA,NA
"Otu06353",NA,NA
"Otu06354",NA,NA
"Otu06355",NA,NA
"Otu06356",NA,NA
"Otu06358",NA,NA
"Otu06360",NA,NA
"Otu06362",NA,NA
"Otu06363",NA,NA
"Otu06365",NA,NA
"Otu06366",NA,NA
"Otu06367",NA,NA
"Otu06369",NA,NA
"Otu06370",NA,NA
"Otu06372",NA,NA
"Otu06373",NA,NA
"Otu06374",NA,NA
"Otu06376",NA,NA
"Otu06381",NA,NA
"Otu06384",NA,NA
"Otu06385",NA,NA
"Otu06387",NA,NA
"Otu06389",NA,NA
"Otu06391",NA,NA
"Otu06393",NA,NA
"Otu06394",NA,NA
"Otu06397",NA,NA
"Otu06398",NA,NA
"Otu06399",NA,NA
"Otu06401",NA,NA
"Otu06402",NA,NA
"Otu06403",NA,NA
"Otu06404",NA,NA
"Otu06405",NA,NA
"Otu06407",NA,NA
"Otu06408",NA,NA
"Otu06410",NA,NA
"Otu06411",NA,NA
"Otu06412",NA,NA
"Otu06414","Chryseobacterium","camelliae/daejeonense/echinoideorum/endophyticum/takakiae"
"Otu06415",NA,NA
"Otu06416",NA,NA
"Otu06417",NA,NA
"Otu06418",NA,NA
"Otu06419",NA,NA
"Otu06421",NA,NA
"Otu06422","Gimesia","maris"
"Otu06423",NA,NA
"Otu06424",NA,NA
"Otu06426",NA,NA
"Otu06427",NA,NA
"Otu06428",NA,NA
"Otu06430",NA,NA
"Otu06431",NA,NA
"Otu06432","Rothia","dentocariosa"
"Otu06433",NA,NA
"Otu06434","Marivivens","donghaensis"
"Otu06436",NA,NA
"Otu06437",NA,NA
"Otu06438",NA,NA
"Otu06439",NA,NA
"Otu06440",NA,NA
"Otu06441",NA,NA
"Otu06443",NA,NA
"Otu06445",NA,NA
"Otu06446",NA,NA
"Otu06448",NA,NA
"Otu06451",NA,NA
"Otu06453",NA,NA
"Otu06454","Thioclava","pacifica"
"Otu06457",NA,NA
"Otu06459",NA,NA
"Otu06460",NA,NA
"Otu06461",NA,NA
"Otu06462",NA,NA
"Otu06465",NA,NA
"Otu06467",NA,NA
"Otu06468",NA,NA
"Otu06471",NA,NA
"Otu06472",NA,NA
"Otu06473",NA,NA
"Otu06474",NA,NA
"Otu06475",NA,NA
"Otu06476",NA,NA
"Otu06477",NA,NA
"Otu06478",NA,NA
"Otu06479",NA,NA
"Otu06480",NA,NA
"Otu06482",NA,NA
"Otu06483",NA,NA
"Otu06484",NA,NA
"Otu06485",NA,NA
"Otu06486",NA,NA
"Otu06487",NA,NA
"Otu06488",NA,NA
"Otu06489",NA,NA
"Otu06491",NA,NA
"Otu06492","Kordiimonas","gwangyangensis"
"Otu06493",NA,NA
"Otu06494",NA,NA
"Otu06495",NA,NA
"Otu06496",NA,NA
"Otu06497",NA,NA
"Otu06498",NA,NA
"Otu06499",NA,NA
"Otu06500",NA,NA
"Otu06501",NA,NA
"Otu06502",NA,NA
"Otu06503",NA,NA
"Otu06504",NA,NA
"Otu06505",NA,NA
"Otu06506",NA,NA
"Otu06507",NA,NA
"Otu06508",NA,NA
"Otu06510",NA,NA
"Otu06512",NA,NA
"Otu06513",NA,NA
"Otu06514",NA,NA
"Otu06515",NA,NA
"Otu06516",NA,NA
"Otu06518",NA,NA
"Otu06519",NA,NA
"Otu06520",NA,NA
"Otu06523",NA,NA
"Otu06524",NA,NA
"Otu06527",NA,NA
"Otu06528","Microbulbifer","agarilyticus/hydrolyticus/mangrovi"
"Otu06529",NA,NA
"Otu06530",NA,NA
"Otu06533",NA,NA
"Otu06534",NA,NA
"Otu06537","Thalassolituus","marinus"
"Otu06538",NA,NA
"Otu06542",NA,NA
"Otu06543","Paraburkholderia","phenazinium"
"Otu06544",NA,NA
"Otu06545","Lactobacillus","delbrueckii/equicursoris"
"Otu06546",NA,NA
"Otu06547",NA,NA
"Otu06548",NA,NA
"Otu06549",NA,NA
"Otu06551",NA,NA
"Otu06552",NA,NA
"Otu06553",NA,NA
"Otu06554",NA,NA
"Otu06556","Aeromicrobium","erythreum/ginsengisoli/halocynthiae/kwangyangensis/marinum"
"Otu06557",NA,NA
"Otu06559",NA,NA
"Otu06560",NA,NA
"Otu06561","Oryzihumus","leptocrescens/terrae"
"Otu06563",NA,NA
"Otu06564",NA,NA
"Otu06565",NA,NA
"Otu06566",NA,NA
"Otu06567",NA,NA
"Otu06568",NA,NA
"Otu06570",NA,NA
"Otu06573",NA,NA
"Otu06575",NA,NA
"Otu06576",NA,NA
"Otu06577",NA,NA
"Otu06578",NA,NA
"Otu06583",NA,NA
"Otu06584",NA,NA
"Otu06585",NA,NA
"Otu06587",NA,NA
"Otu06588",NA,NA
"Otu06589",NA,NA
"Otu06590",NA,NA
"Otu06591",NA,NA
"Otu06592",NA,NA
"Otu06593",NA,NA
"Otu06594","Acinetobacter","baumannii/calcoaceticus/dijkshoorniae/haemolyticus/indicus/junii/lactucae/nosocomialis/oleivorans/pittii/rhizosphaerae/seifertii"
"Otu06597",NA,NA
"Otu06598",NA,NA
"Otu06601",NA,NA
"Otu06604",NA,NA
"Otu06605",NA,NA
"Otu06606","Pseudomonas","andersonii"
"Otu06607",NA,NA
"Otu06608",NA,NA
"Otu06609",NA,NA
"Otu06613",NA,NA
"Otu06614",NA,NA
"Otu06615",NA,NA
"Otu06616",NA,NA
"Otu06618",NA,NA
"Otu06619","Salinimicrobium","terrae"
"Otu06620",NA,NA
"Otu06621",NA,NA
"Otu06622",NA,NA
"Otu06623","Rhodopseudomonas","faecalis/lichen/palustris/pseudopalustris"
"Otu06624",NA,NA
"Otu06625",NA,NA
"Otu06626",NA,NA
"Otu06627",NA,NA
"Otu06628",NA,NA
"Otu06630",NA,NA
"Otu06631",NA,NA
"Otu06632",NA,NA
"Otu06633",NA,NA
"Otu06634",NA,NA
"Otu06635",NA,NA
"Otu06636",NA,NA
"Otu06638",NA,NA
"Otu06640",NA,NA
"Otu06641",NA,NA
"Otu06642","Bosea","eneae/lathyri/massiliensis/thiooxidans/vaviloviae/vestrisii"
"Otu06643",NA,NA
"Otu06644",NA,NA
"Otu06645",NA,NA
"Otu06646",NA,NA
"Otu06647",NA,NA
"Otu06649",NA,NA
"Otu06650",NA,NA
"Otu06651",NA,NA
"Otu06652",NA,NA
"Otu06653",NA,NA
"Otu06656",NA,NA
"Otu06657",NA,NA
"Otu06658",NA,NA
"Otu06659",NA,NA
"Otu06660",NA,NA
"Otu06661",NA,NA
"Otu06662",NA,NA
"Otu06663",NA,NA
"Otu06664",NA,NA
"Otu06665",NA,NA
"Otu06666",NA,NA
"Otu06667",NA,NA
"Otu06668",NA,NA
"Otu06670",NA,NA
"Otu06671",NA,NA
"Otu06672",NA,NA
"Otu06676",NA,NA
"Otu06677","Curvibacter","gracilis/lanceolatus"
"Otu06678",NA,NA
"Otu06680",NA,NA
"Otu06681",NA,NA
"Otu06682",NA,NA
"Otu06683",NA,NA
"Otu06684",NA,NA
"Otu06688",NA,NA
"Otu06689",NA,NA
"Otu06690",NA,NA
"Otu06692",NA,NA
"Otu06694",NA,NA
"Otu06695",NA,NA
"Otu06696",NA,NA
"Otu06697",NA,NA
"Otu06699",NA,NA
"Otu06701",NA,NA
"Otu06702",NA,NA
"Otu06703",NA,NA
"Otu06704",NA,NA
"Otu06706",NA,NA
"Otu06707",NA,NA
"Otu06708",NA,NA
"Otu06709",NA,NA
"Otu06710",NA,NA
"Otu06711",NA,NA
"Otu06715",NA,NA
"Otu06716","Chryseobacterium","arachidis/hagamense/nepalense/taiwanense"
"Otu06717",NA,NA
"Otu06718",NA,NA
"Otu06720",NA,NA
"Otu06721",NA,NA
"Otu06723",NA,NA
"Otu06725",NA,NA
"Otu06726",NA,NA
"Otu06728",NA,NA
"Otu06729",NA,NA
"Otu06730","Pseudomonas","abietaniphila/alcaligenes/coleopterorum/graminis/lutea/marginalis/putida/rhizosphaerae/syringae/viridiflava/vranovensis"
"Otu06733",NA,NA
"Otu06734",NA,NA
"Otu06735",NA,NA
"Otu06736",NA,NA
"Otu06737",NA,NA
"Otu06738",NA,NA
"Otu06740",NA,NA
"Otu06741",NA,NA
"Otu06742","Flexithrix","dorotheae"
"Otu06743",NA,NA
"Otu06744",NA,NA
"Otu06745",NA,NA
"Otu06747",NA,NA
"Otu06749",NA,NA
"Otu06750",NA,NA
"Otu06753",NA,NA
"Otu06754","Corynebacterium","aurimucosum/pseudogenitalium/tuberculostearicum"
"Otu06755",NA,NA
"Otu06757",NA,NA
"Otu06758",NA,NA
"Otu06759",NA,NA
"Otu06760",NA,NA
"Otu06761",NA,NA
"Otu06762",NA,NA
"Otu06763",NA,NA
"Otu06764",NA,NA
"Otu06765",NA,NA
"Otu06768",NA,NA
"Otu06769",NA,NA
"Otu06771",NA,NA
"Otu06772",NA,NA
"Otu06773",NA,NA
"Otu06774",NA,NA
"Otu06775",NA,NA
"Otu06776",NA,NA
"Otu06777",NA,NA
"Otu06779",NA,NA
"Otu06780",NA,NA
"Otu06781",NA,NA
"Otu06782",NA,NA
"Otu06785",NA,NA
"Otu06786",NA,NA
"Otu06788",NA,NA
"Otu06789",NA,NA
"Otu06790",NA,NA
"Otu06791",NA,NA
"Otu06792",NA,NA
"Otu06793",NA,NA
"Otu06795",NA,NA
"Otu06796",NA,NA
"Otu06797",NA,NA
"Otu06798",NA,NA
"Otu06799",NA,NA
"Otu06801",NA,NA
"Otu06803",NA,NA
"Otu06804",NA,NA
"Otu06808",NA,NA
"Otu06809",NA,NA
"Otu06814",NA,NA
"Otu06815",NA,NA
"Otu06816",NA,NA
"Otu06817",NA,NA
"Otu06818",NA,NA
"Otu06819",NA,NA
"Otu06820",NA,NA
"Otu06821",NA,NA
"Otu06823",NA,NA
"Otu06824",NA,NA
"Otu06826",NA,NA
"Otu06829",NA,NA
"Otu06831",NA,NA
"Otu06832",NA,NA
"Otu06834",NA,NA
"Otu06835",NA,NA
"Otu06836",NA,NA
"Otu06840",NA,NA
"Otu06841",NA,NA
"Otu06842",NA,NA
"Otu06843",NA,NA
"Otu06845",NA,NA
"Otu06846",NA,NA
"Otu06847",NA,NA
"Otu06848",NA,NA
"Otu06849",NA,NA
"Otu06851",NA,"amakusaensis/aureus/avermitilis/coloradensis/drozdowiczii/durmitorensis/inusitatus/kanamyceticus/kunmingensis/longisporoflavus/olivochromogenes/phaeochromogenes/rectiviolaceus/spiroverticillatus/tsukubensis/viridocyaneus"
"Otu06852",NA,NA
"Otu06853",NA,NA
"Otu06854",NA,NA
"Otu06855",NA,NA
"Otu06856",NA,NA
"Otu06857",NA,NA
"Otu06859",NA,NA
"Otu06860",NA,NA
"Otu06861",NA,NA
"Otu06863",NA,NA
"Otu06865",NA,NA
"Otu06866",NA,NA
"Otu06867",NA,NA
"Otu06868",NA,NA
"Otu06869",NA,NA
"Otu06871",NA,NA
"Otu06873",NA,NA
"Otu06874",NA,NA
"Otu06875",NA,NA
"Otu06876",NA,NA
"Otu06879",NA,NA
"Otu06880",NA,NA
"Otu06881",NA,NA
"Otu06882",NA,NA
"Otu06883",NA,NA
"Otu06886",NA,NA
"Otu06887",NA,NA
"Otu06888",NA,NA
"Otu06890",NA,NA
"Otu06891",NA,NA
"Otu06893",NA,NA
"Otu06894",NA,NA
"Otu06895","Paracoccus","aestuarii/tibetensis"
"Otu06896",NA,NA
"Otu06897",NA,NA
"Otu06899",NA,NA
"Otu06900",NA,NA
"Otu06901",NA,NA
"Otu06903",NA,NA
"Otu06904",NA,NA
"Otu06905",NA,NA
"Otu06906",NA,NA
"Otu06907",NA,NA
"Otu06908",NA,NA
"Otu06909",NA,NA
"Otu06911",NA,NA
"Otu06914",NA,NA
"Otu06915",NA,NA
"Otu06918",NA,NA
"Otu06919",NA,NA
"Otu06923",NA,NA
"Otu06925",NA,NA
"Otu06926","Faecalibacterium","prausnitzii"
"Otu06927",NA,NA
"Otu06930",NA,NA
"Otu06931",NA,NA
"Otu06933",NA,NA
"Otu06934",NA,NA
"Otu06935",NA,NA
"Otu06936",NA,NA
"Otu06939",NA,NA
"Otu06940",NA,NA
"Otu06943",NA,NA
"Otu06945","Maribacter","dokdonensis/goseongensis/litorisediminis/sedimenticola/stanieri"
"Otu06946",NA,NA
"Otu06947",NA,NA
"Otu06949",NA,NA
"Otu06950",NA,NA
"Otu06952",NA,NA
"Otu06958",NA,NA
"Otu06959",NA,NA
"Otu06960",NA,NA
"Otu06961",NA,NA
"Otu06962",NA,NA
"Otu06964",NA,NA
"Otu06965",NA,NA
"Otu06966",NA,NA
"Otu06968",NA,NA
"Otu06969",NA,NA
"Otu06973",NA,NA
"Otu06974",NA,NA
"Otu06975",NA,NA
"Otu06976",NA,NA
"Otu06978",NA,NA
"Otu06982",NA,NA
"Otu06983",NA,NA
"Otu06985",NA,NA
"Otu06986",NA,NA
"Otu06987","Marmoricola","aquaticus/soli"
"Otu06988",NA,NA
"Otu06989",NA,NA
"Otu06990",NA,NA
"Otu06991",NA,NA
"Otu06992",NA,NA
"Otu06993","Rhizobium","cauense/endophyticum/etli/favelukesii/grahamii/leguminosarum/metallidurans/phaseoli/tibeticum/tubonense"
"Otu06995",NA,NA
"Otu06996",NA,NA
"Otu06998",NA,NA
"Otu06999",NA,NA
"Otu07001",NA,NA
"Otu07002",NA,NA
"Otu07003",NA,NA
"Otu07005",NA,NA
"Otu07006",NA,NA
"Otu07007",NA,NA
"Otu07008",NA,NA
"Otu07010",NA,NA
"Otu07012",NA,NA
"Otu07013",NA,NA
"Otu07014",NA,NA
"Otu07018",NA,NA
"Otu07019",NA,NA
"Otu07021",NA,NA
"Otu07023",NA,NA
"Otu07024",NA,NA
"Otu07025",NA,NA
"Otu07026",NA,NA
"Otu07028",NA,NA
"Otu07029",NA,NA
"Otu07030",NA,NA
"Otu07032",NA,NA
"Otu07033",NA,NA
"Otu07034",NA,NA
"Otu07035",NA,NA
"Otu07036",NA,NA
"Otu07037",NA,NA
"Otu07038",NA,NA
"Otu07039",NA,NA
"Otu07040",NA,NA
"Otu07041",NA,NA
"Otu07042",NA,NA
"Otu07043",NA,NA
"Otu07044",NA,NA
"Otu07045",NA,NA
"Otu07046",NA,NA
"Otu07047",NA,NA
"Otu07048",NA,NA
"Otu07049",NA,NA
"Otu07050",NA,NA
"Otu07051",NA,NA
"Otu07052",NA,NA
"Otu07053",NA,NA
"Otu07054",NA,NA
"Otu07055",NA,NA
"Otu07056",NA,NA
"Otu07058",NA,NA
"Otu07059",NA,NA
"Otu07061",NA,NA
"Otu07062",NA,NA
"Otu07063",NA,NA
"Otu07065",NA,NA
"Otu07067",NA,NA
"Otu07068",NA,NA
"Otu07070",NA,NA
"Otu07071",NA,NA
"Otu07073",NA,NA
"Otu07074",NA,NA
"Otu07078",NA,NA
"Otu07080",NA,NA
"Otu07081",NA,NA
"Otu07082","Nitrospira","japonica"
"Otu07083",NA,NA
"Otu07084",NA,NA
"Otu07085",NA,NA
"Otu07087",NA,NA
"Otu07088",NA,NA
"Otu07090",NA,NA
"Otu07091",NA,NA
"Otu07092",NA,NA
"Otu07093",NA,NA
"Otu07095",NA,NA
"Otu07096",NA,NA
"Otu07097",NA,NA
"Otu07099",NA,NA
"Otu07100",NA,NA
"Otu07102",NA,NA
"Otu07103",NA,NA
"Otu07104",NA,NA
"Otu07105",NA,NA
"Otu07106",NA,NA
"Otu07107",NA,NA
"Otu07109",NA,NA
"Otu07111",NA,NA
"Otu07112",NA,NA
"Otu07114",NA,NA
"Otu07117",NA,NA
"Otu07118",NA,NA
"Otu07119",NA,NA
"Otu07120",NA,NA
"Otu07121",NA,NA
"Otu07122",NA,NA
"Otu07125",NA,NA
"Otu07126",NA,NA
"Otu07127",NA,NA
"Otu07128",NA,NA
"Otu07132",NA,NA
"Otu07134",NA,NA
"Otu07135",NA,NA
"Otu07136",NA,NA
"Otu07137",NA,NA
"Otu07138",NA,NA
"Otu07141",NA,NA
"Otu07142",NA,NA
"Otu07143",NA,NA
"Otu07144",NA,NA
"Otu07145",NA,NA
"Otu07147",NA,NA
"Otu07148",NA,NA
"Otu07152",NA,NA
"Otu07153",NA,NA
"Otu07154",NA,NA
"Otu07156",NA,NA
"Otu07157",NA,NA
"Otu07159",NA,NA
"Otu07162",NA,NA
"Otu07164",NA,NA
"Otu07165",NA,NA
"Otu07166",NA,NA
"Otu07169",NA,NA
"Otu07170",NA,NA
"Otu07171",NA,NA
"Otu07172",NA,NA
"Otu07174",NA,NA
"Otu07175","Marinobacter","daqiaonensis/haloterrigenus/lacisalsi/oulmenensis/zhanjiangensis"
"Otu07177",NA,NA
"Otu07179",NA,NA
"Otu07180",NA,NA
"Otu07181",NA,NA
"Otu07182",NA,NA
"Otu07183",NA,NA
"Otu07185",NA,NA
"Otu07187",NA,NA
"Otu07189",NA,NA
"Otu07190",NA,NA
"Otu07191",NA,NA
"Otu07192",NA,NA
"Otu07193",NA,NA
"Otu07194",NA,NA
"Otu07195",NA,NA
"Otu07196",NA,NA
"Otu07197",NA,NA
"Otu07199",NA,NA
"Otu07200",NA,NA
"Otu07201",NA,NA
"Otu07202",NA,NA
"Otu07203",NA,NA
"Otu07204",NA,NA
"Otu07205",NA,NA
"Otu07207","Mesorhizobium","abyssinicae/amorphae/calcicola/erdmanii/huakuii/jarvisii/loti/opportunistum/plurifarium/septentrionale/shonense/silamurunense/waimense"
"Otu07208",NA,NA
"Otu07209",NA,NA
"Otu07212",NA,NA
"Otu07213",NA,NA
"Otu07214",NA,NA
"Otu07216",NA,NA
"Otu07217",NA,NA
"Otu07218","Phytohabitans","flavus/houttuyneae/kaempferiae/rumicis/suffuscus"
"Otu07219",NA,NA
"Otu07220",NA,NA
"Otu07223",NA,NA
"Otu07224",NA,NA
"Otu07227",NA,NA
"Otu07229",NA,NA
"Otu07230",NA,NA
"Otu07231",NA,NA
"Otu07232",NA,NA
"Otu07233",NA,NA
"Otu07234",NA,NA
"Otu07237",NA,NA
"Otu07240",NA,NA
"Otu07242",NA,NA
"Otu07244",NA,NA
"Otu07245",NA,NA
"Otu07246",NA,NA
"Otu07247",NA,NA
"Otu07248",NA,NA
"Otu07250",NA,NA
"Otu07252",NA,NA
"Otu07253",NA,NA
"Otu07256",NA,NA
"Otu07257",NA,NA
"Otu07258",NA,NA
"Otu07259","Saccharicrinis","fermentans"
"Otu07260",NA,NA
"Otu07261",NA,NA
"Otu07262",NA,NA
"Otu07264",NA,NA
"Otu07265","Nocardioides","islandensis"
"Otu07266",NA,NA
"Otu07268",NA,NA
"Otu07269",NA,NA
"Otu07270",NA,NA
"Otu07271",NA,NA
"Otu07273",NA,NA
"Otu07274",NA,NA
"Otu07275",NA,NA
"Otu07280",NA,NA
"Otu07281",NA,NA
"Otu07282",NA,NA
"Otu07283",NA,NA
"Otu07286",NA,NA
"Otu07287",NA,NA
"Otu07288","Stenotrophomonas","maltophilia/rhizophila"
"Otu07289","Chryseobacterium","balustinum/indoltheticum/piscicola/piscium/scophthalmum/soldanellicola"
"Otu07290","Modestobacter","marinus/muralis/versicolor"
"Otu07293",NA,NA
"Otu07295",NA,NA
"Otu07299",NA,NA
"Otu07300",NA,NA
"Otu07301",NA,NA
"Otu07302",NA,NA
"Otu07304",NA,NA
"Otu07306",NA,NA
"Otu07307",NA,NA
"Otu07308",NA,NA
"Otu07311",NA,NA
"Otu07312",NA,NA
"Otu07313",NA,NA
"Otu07314",NA,NA
"Otu07315","Lactococcus","garvieae/lactis/taiwanensis"
"Otu07316",NA,NA
"Otu07317",NA,NA
"Otu07319",NA,NA
"Otu07321",NA,NA
"Otu07322",NA,NA
"Otu07324",NA,NA
"Otu07328",NA,NA
"Otu07330",NA,NA
"Otu07331",NA,NA
"Otu07332",NA,NA
"Otu07333",NA,NA
"Otu07334",NA,NA
"Otu07335",NA,NA
"Otu07337",NA,NA
"Otu07338",NA,NA
"Otu07339",NA,NA
"Otu07340",NA,NA
"Otu07341",NA,NA
"Otu07342",NA,NA
"Otu07344",NA,NA
"Otu07346",NA,NA
"Otu07347",NA,NA
"Otu07348",NA,NA
"Otu07349",NA,NA
"Otu07350",NA,NA
"Otu07352","Ralstonia","detusculanense/insidiosa/mannitolilytica/pickettii/solanacearum/syzygii"
"Otu07355","Thioclava","VS-124/VS-125/VS-126/atlantica"
"Otu07356",NA,NA
"Otu07357",NA,NA
"Otu07358",NA,NA
"Otu07360",NA,NA
"Otu07363",NA,NA
"Otu07364",NA,NA
"Otu07365",NA,NA
"Otu07366",NA,NA
"Otu07368",NA,NA
"Otu07369",NA,NA
"Otu07370",NA,NA
"Otu07371",NA,NA
"Otu07372",NA,NA
"Otu07375",NA,NA
"Otu07376",NA,NA
